"","ThrottlePosition___","EngineSpeed_rpm_","DesiredEngineSpeed_rpm_","BoostPressure_kPa_","EngineLoadFactor___","FuelConsumptionRate_l_h_","GroundSpeed_mph_","TransmissionOutputSpeed_rpm_","FrontServiceBrakeOilPressure_kPa_","RearServiceBrakeOilPressure_kPa_","HydraulicOilTemperature_degC_","HydraulicOilTemperature_degC_.1","FuelGauge___","SystemVoltage_volts_","Productivity"
"17840",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17841",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17842",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17843",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17844",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17845",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17846",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17847",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17848",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17849",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17850",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17851",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17852",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17853",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17854",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17855",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17856",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17857",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17858",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17859",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17860",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17861",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17862",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17863",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17864",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17865",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17866",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17867",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17868",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17869",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17870",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17871",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17872",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17873",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17874",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17875",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17876",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17877",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17878",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17879",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17880",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17881",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17882",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17883",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17884",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17885",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17886",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17887",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17888",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17889",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17890",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17891",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17892",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17893",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
"17894",0,784.5,800,2,16,45.25,0,0,2037,1963,78,78,17,26.6,"High"
