"","ThrottlePosition___","EngineSpeed_rpm_","DesiredEngineSpeed_rpm_","BoostPressure_kPa_","EngineLoadFactor___","FuelConsumptionRate_l_h_","GroundSpeed_mph_","TransmissionOutputSpeed_rpm_","FrontServiceBrakeOilPressure_kPa_","RearServiceBrakeOilPressure_kPa_","HydraulicOilTemperature_degC_","HydraulicOilTemperature_degC_.1","FuelGauge___","SystemVoltage_volts_","Productivity"
"904",99.6,1609.5,2120,153.5,100,30.3,16.5,1623,0,7,71,71,50,28.2,"Low"
"905",99.6,1619,2120,156.5,100,30.05,16.5,1640,2,5,71,71,51,28.2,"Low"
"906",99.6,1637,2120,155,100,29.7,17,1687,0,4,71,71,51,28.2,"Low"
"907",99.6,1665.5,2120,158,100,29.2,17,1686,0,5,71,71,50,28.2,"Low"
"908",59.2,1693.5,1604.5,27,27,1.05,14.5,1408,529,945,71,71,49,28.2,"Low"
"909",49.2,1401.5,1419,14,20,13.05,9,865,1163,1328,71,71,49,28.2,"Low"
"910",44.8,1223,1344,10.5,19,30.9,3.5,360,1368,1547,71,71,49,28.2,"Low"
"911",99.6,1984,2120,137.5,100,24.45,5,525,3,10,71,71,47,28.2,"Low"
"912",99.6,1860.5,2120,151.5,100,26.15,6,515,0,6,71,71,45,28.2,"Low"
"913",99.6,1748,2120,160,100,27.8,1.5,122,0,2,71,71,44,28.1,"Low"
"914",99.6,1680.5,2120,160.5,100,29,1,95,0,0,71,71,44,28.2,"Low"
"915",99.6,1638,2120,158.5,100,29.95,1,123,0,0,71,71,45,28.2,"Low"
"916",99.6,1427,1852,141.5,100,34.45,0,0,0,4,71,71,44,28.2,"Low"
"917",99.6,1336.5,1771,131.5,100,37.05,0,0,0,5,71,71,47,28.2,"Low"
"918",38,889.5,1239.5,43.5,55,57,0,0,3607,3786,72,72,49,28.2,"Low"
"919",99.6,1762.5,2120,102.5,100,27.45,1.5,197,74,140,71,71,49,28.2,"Low"
"920",99.6,1938,2120,134,99,24.95,4.5,422,4,13,72,72,49,28.2,"Low"
"921",99.6,2108.5,2120,94.5,84,20.8,0,0,78,120,72,72,47,28.3,"Low"
"922",99.6,2123.5,2120,94,23,16.75,3.5,369,90,108,72,72,44,28.2,"Low"
"923",99.6,2035,2120,129,74,23.75,6.5,632,5,11,72,72,47,28.2,"Low"
"924",99.6,1941,2120,141,100,25.05,9.5,923,3,4,73,73,47,28.2,"Low"
"925",99.6,1499,2120,158,100,32.65,12.5,1240,0,5,73,73,47,28.2,"Low"
"926",99.6,1782,2120,157,100,27.2,14.5,1456,3,8,73,73,47,28.3,"Low"
"927",99.6,1962,2120,160.5,100,24.7,16,1603,3,6,73,73,47,28.2,"Low"
"928",99.6,2111,2120,149.5,92,22.2,17.5,1722,0,5,73,73,47,28.2,"Low"
"929",99.6,2157.5,2120,73,37,11.5,18,1758,4,9,73,73,47,28.2,"Low"
"930",63.6,2086.5,1700.5,30,0,0,17,1684,4,11,73,73,47,28.2,"Low"
"931",84.8,1942,2082,19.5,0,14.35,16,1566,3,8,73,73,49,28.2,"Low"
"932",99.6,2014.5,2120,125,100,24.1,16.5,1635,0,4,73,73,49,28.3,"Low"
"933",63.2,1993,1660.5,67,0,0,16.5,1637,7,13,73,73,49,28.2,"Low"
"934",99.6,2154,2120,119,66,18.65,17.5,1723,0,6,73,73,49,28.2,"Low"
"935",99.2,2101.5,2120,72.5,58,18.3,17.5,1736,0,4,73,73,49,28.2,"Low"
"936",62,1820.5,1648.5,33.5,0,0,17.5,1722,436,671,73,73,49,28.2,"Low"
"937",60,1706,1620.5,25.5,40,0.85,14,1328,1951,2144,73,73,50,28.2,"Low"
"938",65.2,1645,1707,24,22,18.3,9,826,318,493,73,73,53,28.2,"Low"
"939",70.8,1862,1822.5,38.5,30,11.15,8.5,855,0,6,73,73,49,28.2,"Low"
"940",70.8,1735.5,1820,20,4,0.35,8,801,0,2,73,73,49,28.2,"Low"
"941",61.6,1701,1654,27,7,0.85,8,779,172,256,73,73,49,28.2,"Low"
"942",99.6,1761.5,2120,134.5,100,27.55,6,630,75,108,73,73,51,28.1,"Low"
"943",99.6,1657,2120,150.5,100,29.35,7.5,768,2,6,73,73,50,28.2,"Low"
"944",99.6,1989.5,2120,151.5,100,24.35,9.5,925,0,2,73,73,50,28.2,"Low"
"945",99.6,1941,2120,156.5,100,24.95,9,892,0,5,73,73,43,28.2,"Low"
"946",99.6,1956,2120,158,100,24.7,9,894,0,1,72,72,41,28.2,"Low"
"947",99.6,1730,2120,163,100,28.15,8.5,828,0,0,72,72,47,28.2,"Low"
"948",53.6,1735,1490.5,86.5,63,0.35,6.5,532,2115,2305,73,73,47,28.2,"Low"
"949",99.6,2109,2120,99.5,82,20.3,2,295,78,104,72,72,49,28.2,"Low"
"950",99.6,1778,2120,157.5,100,27.3,5.5,413,14,21,72,72,49,28.1,"Low"
"951",97.2,2142.5,2120,113.5,60,18.65,6.5,660,25,31,72,72,49,28.2,"Low"
"952",79.2,2073.5,1958.5,149.5,87,16.25,11.5,1145,5,38,72,72,49,28.3,"Low"
"953",68,1495,1786,28,57,29.1,9.5,910,180,345,72,72,39,28.3,"Low"
"954",86,2015,2043,150,99,24,11.5,1147,3,16,72,72,46,28.3,"Low"
"955",60,1369.5,1621,25,7,30.9,9,861,571,751,72,72,53,28.4,"Low"
"956",98.4,1663,2120,129,100,29.2,9.5,945,82,110,72,72,52,28.3,"Low"
"957",99.6,2071,2120,156,100,23.3,12,1171,0,6,72,72,50,28.3,"Low"
"958",99.6,2182,2120,151,96,19.85,12,1251,0,14,72,72,51,28.4,"Low"
"959",99.6,1840.5,2120,158.5,100,26.35,13,1257,0,11,72,72,51,28.2,"Low"
"960",99.6,1854,2120,157.5,100,26.15,13,1298,0,12,72,72,50,28.2,"Low"
"961",99.6,1862,2120,157,100,26,13.5,1331,0,11,72,72,50,28.2,"Low"
"962",99.6,1401,2120,156.5,100,35.15,14.5,1416,1,8,72,72,50,28.2,"Low"
"963",99.6,1445.5,2120,138,100,33.95,14.5,1443,0,5,72,72,50,28.2,"Low"
"964",99.6,1463,2120,137,100,33.5,15,1484,0,15,72,72,51,28.2,"Low"
"965",99.6,1533,2120,142.5,100,31.85,15.5,1524,0,8,72,72,50,28.2,"Low"
"966",99.6,1554,2120,147.5,100,31.25,16,1560,0,10,72,72,51,28.2,"Low"
"967",99.6,1577.5,2120,153,100,30.9,16,1593,0,11,72,72,50,28.1,"Low"
"968",99.6,1607,2120,154.5,100,30.3,16.5,1629,0,12,72,72,50,28.2,"Low"
"969",99.6,1639.5,2120,155,100,29.7,16.5,1655,1,11,72,72,51,28.2,"Low"
"970",99.6,1667.5,2120,155,100,29.2,17,1697,0,11,72,72,50,28.2,"Low"
"971",99.6,1653,2120,158.5,100,29.2,17,1676,0,5,72,72,50,28.2,"Low"
"972",57.2,1632,1555.5,36.5,36,14.35,13.5,1277,940,1132,72,72,49,28.2,"Low"
"973",88.4,2111.5,2101,72,90,20.55,11,1092,196,377,72,72,47,28.2,"Low"
"974",49.6,1360.5,1425,18,25,19.95,7,689,396,586,72,72,47,28.2,"Low"
"975",99.6,1779,2120,117.5,100,27.3,4,411,90,112,72,72,47,28.2,"Low"
"976",99.6,2131,2120,134,84,20.8,5.5,533,2,10,72,72,47,28.2,"Low"
"977",99.6,1854,2120,144,100,26.15,1.5,107,0,5,72,72,45,28.2,"Low"
"978",99.6,1548,2120,140,100,31.45,0.5,62,0,5,72,72,47,28.2,"Low"
"979",99.6,1600.5,2120,156,100,30.4,1,108,0,0,72,72,47,28.2,"Low"
"980",99.6,1556.5,2120,159.5,100,31.35,0.5,53,0,1,72,72,47,28.2,"Low"
"981",99.6,1429,2120,146.5,100,34.2,0,0,0,2,72,72,47,28.2,"Low"
"982",85.6,1626,2024,153.5,100,29.95,2,201,813,827,72,72,47,28.2,"Low"
"983",80.8,1817,1839.5,125.5,100,25.75,2,262,1395,1161,72,72,47,28.2,"Low"
"984",99.2,1571.5,2120,94,100,31,1.5,134,80,114,72,72,49,28.2,"Low"
"985",59.6,1802,1551,140.5,100,17.7,4.5,465,670,625,72,72,49,28.2,"Low"
"986",99.6,2088.5,2120,67,82,20.55,0,0,77,118,73,73,49,28.2,"Low"
"987",99.6,2176,2120,91,31,11.15,3,302,79,117,73,73,47,28.2,"Low"
"988",99.6,2182,2120,132.5,92,17.35,6,583,173,221,73,73,47,28.2,"Low"
"989",99.6,1992.5,2120,153.5,100,24.35,9,924,2,7,73,73,47,28.2,"Low"
"990",99.6,1524,2120,161.5,100,31.85,12,1209,2,9,73,73,47,28.2,"Low"
"991",99.6,1666,2120,153.5,100,29.2,13.5,1373,2,5,73,73,47,28.2,"Low"
"992",99.2,1856.5,2120,159.5,100,26.15,15,1523,2,5,73,73,47,28.2,"Low"
"993",70.4,1976.5,1813.5,54,6,0,16.5,1596,0,5,73,73,49,28.2,"Low"
"994",84,1992.5,2060,102.5,99,24,16.5,1614,0,6,73,73,49,28.3,"Low"
"995",82,2078.5,2030.5,99,62,16.4,17,1684,0,5,73,73,49,28.2,"Low"
"996",80.8,2059.5,2039.5,43,12,0,17,1686,0,5,73,73,49,28.2,"Low"
"997",86,2093,2116.5,93,68,19.95,17,1697,0,2,73,73,49,28.2,"Low"
"998",86.8,2041,2108,41.5,3,11.65,16,1578,10,18,73,73,49,28.2,"Low"
"999",84,2011,2068.5,77.5,66,22.55,16.5,1625,0,3,73,73,49,28.3,"Low"
"1000",89.2,2100.5,2120,136.5,93,22.55,17,1683,0,5,73,73,49,28.2,"Low"
"1001",30.8,1452,1077,27,0,0,0,0,1464,1647,85,85,27,28.2,"Low"
"1002",30.8,970.5,1071.5,13,10,25.55,0,0,1442,1631,85,85,27,28.2,"Low"
"1003",28,980.5,1024.5,9,17,25.3,0,0,1451,1637,85,85,27,28.2,"Low"
"1004",27.6,1012,1017,6,17,23.5,0,0,1305,1491,85,85,27,28.2,"Low"
"1005",27.6,1020,1018,4.5,17,22.55,0,0,1260,1447,85,85,27,28.2,"Low"
"1006",28,1024.5,1020.5,5.5,16,21.95,0,0,1231,1420,85,85,27,28.2,"Low"
"1007",28,1018.5,1020.5,4.5,16,22.55,0,0,1230,1424,85,85,27,28.1,"Low"
"1008",26,982.5,989,4.5,15,24.45,0,0,1234,1420,85,85,27,28.2,"Low"
"1009",26.4,995,995,5.5,16,24,0,0,1199,1388,85,85,27,28.2,"Low"
"1010",26.4,998,995,5.5,16,23.4,0,0,1196,1385,85,85,27,28.2,"Low"
"1011",26.4,995.5,994.5,4.5,16,23.5,0,0,1206,1387,85,85,27,28.2,"Low"
"1012",26.4,995,997,4.5,16,23.75,0,0,1201,1387,85,85,27,28.2,"Low"
"1013",83.6,1768.5,2120,56.5,90,26.95,2.5,237,86,13,85,85,27,28.2,"Low"
"1014",20.4,1684.5,858,50,0,0,2.5,276,594,568,85,85,25,28.2,"Low"
"1015",98.4,1876,2120,51,86,25.05,0,0,117,134,84,84,26,28.2,"Low"
"1016",99.6,2084.5,2120,132.5,96,22.7,3.5,375,89,41,84,84,26,28.1,"Low"
"1017",54.4,1390.5,1511,25,41,26.25,1,44,1998,2192,84,84,26,28.2,"Low"
"1018",52,1464.5,1476.5,24.5,33,21.15,0,0,1885,2085,84,84,25,28.2,"Low"
"1019",99.2,2095.5,2120,72,100,21.4,1.5,218,115,132,84,84,25,28.2,"Low"
"1020",99.6,1781,2120,117.5,99,27.3,2.5,284,119,131,84,84,26,28.2,"Low"
"1021",99.6,2167.5,2120,135,92,19.1,4,470,71,74,84,84,26,28.2,"Low"
"1022",97.2,2000,2120,144,100,24.25,6,611,71,73,84,84,26,28.2,"Low"
"1023",99.6,2099.5,2120,136,90,22.35,7,677,79,78,84,84,27,28.2,"Low"
"1024",99.6,1871.5,2120,148.5,99,25.9,7,689,81,81,84,84,28,28.2,"Low"
"1025",85.6,1705.5,2120,116.5,86,28.5,9,902,496,504,84,84,25,28.2,"Low"
"1026",98.8,1847.5,2120,133,100,26.25,9,914,122,140,84,84,24,28.2,"Low"
"1027",99.2,1668,2120,149,100,29.2,9.5,964,78,137,84,84,22,28.2,"Low"
"1028",99.2,1797.5,2120,155.5,100,27.1,10.5,1028,72,72,84,84,22,28.2,"Low"
"1029",98.8,1786.5,2120,157,100,27.2,10.5,1028,75,73,84,84,23,28.1,"Low"
"1030",78.8,2014.5,1957,106,69,17,10,980,1700,1791,84,84,26,28.2,"Low"
"1031",88,2091,2120,106,81,21.6,8.5,738,2250,2583,84,84,27,28.2,"Low"
"1032",67.2,1647.5,1753,51,32,21.95,4,330,2311,2514,84,84,27,28.2,"Low"
"1033",97.2,1839.5,2120,69.5,92,26.25,1.5,99,2760,2951,84,84,27,28.2,"Low"
"1034",99.2,2043.5,2120,144,100,23.3,3,329,96,34,84,84,26,28.2,"Low"
"1035",99.6,2154.5,2120,138.5,98,19.6,3.5,379,21,24,84,84,27,28.2,"Low"
"1036",99.6,2156.5,2120,87.5,43,14.15,4,388,46,47,84,84,27,28.2,"Low"
"1037",95.2,2102.5,2120,72.5,44,18.05,4,372,1148,1023,84,84,27,28.1,"Low"
"1038",99.6,2086,2120,132,91,22.7,4,377,119,143,84,84,27,28.2,"Low"
"1039",97.6,1810.5,2120,127,99,26.85,5,532,169,165,84,84,27,28.2,"Low"
"1040",99.6,2091,2120,149,91,22.55,6.5,639,31,28,84,84,27,28.2,"Low"
"1041",99.6,2103,2120,147,96,22.45,7,674,31,32,84,84,27,28.2,"Low"
"1042",91.2,1811.5,2120,152.5,100,26.85,7.5,746,44,36,84,84,27,28.2,"Low"
"1043",99.6,1553,2120,156.5,100,31.35,8.5,875,37,37,84,84,26,28.2,"Low"
"1044",99.6,1697.5,2120,150.5,100,28.6,10,980,43,46,84,84,25,28.2,"Low"
"1045",99.6,1768.5,2120,155,100,27.55,10,1017,37,43,84,84,25,28.2,"Low"
"1046",97.2,1938,2120,153.5,100,24.95,11,1110,38,35,84,84,26,28.2,"Low"
"1047",99.2,2004.5,2120,156.5,100,24.25,11.5,1142,36,36,84,84,26,28.2,"Low"
"1048",99.6,2045,2120,153,100,23.65,12,1164,34,38,84,84,25,28.2,"Low"
"1049",99.6,2075,2120,156,100,23.3,12,1190,43,43,84,84,25,28.2,"Low"
"1050",99.6,2069,2120,156,100,23.3,12,1202,49,46,84,84,26,28.2,"Low"
"1051",99.6,2061.5,2120,160,100,23.5,12,1184,42,44,84,84,26,28.2,"Low"
"1052",99.6,2078.5,2120,159.5,100,23.15,12,1176,54,50,84,84,26,28.2,"Low"
"1053",98.4,2044,2120,158,97,23.75,12,1173,44,48,84,84,25,28.2,"Low"
"1054",99.6,2097,2120,153.5,98,22.9,12,1192,46,44,84,84,26,28.1,"Low"
"1055",99.2,2102,2120,159.5,99,22.9,12,1200,57,57,84,84,26,28.2,"Low"
"1056",99.6,2090,2120,157.5,100,23.05,12,1192,39,39,84,84,26,28.2,"Low"
"1057",99.6,2056,2120,155,100,23.65,12,1176,38,39,84,84,26,28.1,"Low"
"1058",99.6,2078.5,2120,153.5,100,23.15,12,1193,56,58,84,84,26,28.2,"Low"
"1059",87.2,2110.5,2120,131.5,81,21.75,8,741,1220,1280,84,84,25,28.2,"Low"
"1060",92,2122.5,2120,122.5,69,20.55,5.5,496,119,143,84,84,24,28.2,"Low"
"1061",70,1839,1814.5,116,74,24.45,3,271,2317,2526,84,84,24,28.2,"Low"
"1062",74,1930,1874.5,107.5,62,21,1,59,1602,1625,84,84,24,28.2,"Low"
"1063",99.6,2049.5,2120,152.5,95,23.4,5.5,534,50,52,84,84,24,28.2,"Low"
"1064",63.2,2052.5,1615,122.5,53,0,5.5,516,45,45,84,84,24,28.2,"Low"
"1065",80.8,1675,2046.5,32,5,25.3,4.5,447,52,49,84,84,24,28.2,"Low"
"1066",98.4,1833.5,2120,65.5,100,26.6,5,483,43,39,84,84,24,28.1,"Low"
"1067",97.2,1795.5,2120,88.5,28,27.1,2.5,239,29,30,84,84,24,28.2,"Low"
"1068",99.6,1560,2120,151.5,100,31.25,0.5,99,31,31,84,84,24,28.2,"Low"
"1069",99.6,1542,2120,145,100,31.6,1,117,39,40,84,84,24,28.2,"Low"
"1070",99.6,1638,2120,144,100,29.7,1,97,27,28,84,84,26,28.3,"Low"
"1071",99.6,1505,2120,149.5,100,32.4,0.5,62,23,21,84,84,26,28.2,"Low"
"1072",98,1453,2120,144,100,33.75,0.5,1,10,11,84,84,26,28.2,"Low"
"1073",90.8,1529.5,2120,139.5,100,31.95,1,96,16,15,84,84,26,28.2,"Low"
"1074",99.6,1569.5,2120,146.5,100,31.1,1.5,149,22,22,84,84,26,28.2,"Low"
"1075",99.6,1522,1625,117,84,31,0.5,90,7,21,84,84,26,28.2,"Low"
"1076",99.6,1598,2120,139.5,100,30.5,2.5,265,9,20,84,84,26,28.1,"Low"
"1077",99.6,1581,2120,147.5,100,30.75,3,290,529,518,84,84,26,28.2,"Low"
"1078",99.6,2074,2120,153.5,100,23.3,0,0,2784,2987,84,84,26,28.2,"Low"
"1079",99.6,1759.5,2120,160,100,27.65,2.5,263,100,114,84,84,27,28.2,"Low"
"1080",99.6,2035.5,2120,123,46,23.3,4.5,454,7,22,85,85,27,28.2,"Low"
"1081",86,1812.5,2076,148.5,100,26.7,5,522,201,368,85,85,27,28.2,"Low"
"1082",72.4,1939,1851,79,33,14.25,2.5,201,3261,3449,85,85,27,28.2,"Low"
"1083",91.6,1941.5,2120,65,44,24.35,0.5,47,154,181,85,85,26,28.2,"Low"
"1084",99.6,2084,2120,152.5,92,22.45,5.5,545,14,27,86,86,24,28.1,"Low"
"1085",98.8,2056,2120,128.5,57,22.7,6,669,19,17,86,86,24,28.2,"Low"
"1086",99.2,1736.5,2120,156,100,28.05,8,812,27,25,86,86,26,28.2,"Low"
"1087",99.2,1848,2120,156,100,26.35,8.5,866,14,24,86,86,27,28.2,"Low"
"1088",98,1804,2120,152.5,100,26.85,11,1092,14,23,86,86,27,28.2,"Low"
"1089",99.6,1480.5,2120,159,100,32.9,11.5,1145,26,26,86,86,27,28.2,"Low"
"1090",98.8,1625,2120,151.5,100,30.05,13.5,1326,11,23,86,86,27,28.2,"Low"
"1091",99.2,1719,2120,155,100,28.4,14,1402,26,27,86,86,27,28.2,"Low"
"1092",98.4,1926,2120,156.5,100,25.05,16,1577,14,19,86,86,27,28.2,"Low"
"1093",99.2,1954.5,2120,156.5,100,24.8,16,1614,18,22,86,86,27,28.2,"Low"
"1094",99.6,2047.5,2120,156.5,100,23.65,17,1674,17,18,86,86,27,28.2,"Low"
"1095",99.6,2109,2120,152,98,22.35,17.5,1705,14,25,86,86,27,28.2,"Low"
"1096",98.8,2155,2120,128.5,69,19.1,18,1790,261,347,86,86,27,28.1,"Low"
"1097",98.8,2131,2120,72.5,43,15.7,18,1768,446,470,86,86,27,28.2,"Low"
"1098",99.2,2017,2120,149.5,100,24,15.5,1469,2212,2434,86,86,27,28.2,"Low"
"1099",99.6,1934,2120,155,100,25.05,14.5,1381,1773,2006,86,86,27,28.2,"Low"
"1100",99.6,2097.5,2120,154.5,100,22.9,11.5,1083,1314,1458,86,86,27,28.2,"Low"
"1101",98.8,1930,2120,152,100,25.05,11,1114,51,55,69,69,96,28.1,"Low"
"1102",98.8,1990.5,2120,155.5,100,24.45,11.5,1145,44,49,69,69,96,28.2,"Low"
"1103",98.8,2042,2120,156,100,23.75,12,1169,48,54,69,69,96,28.1,"Low"
"1104",98.8,2094,2120,159,100,23.05,12,1201,48,52,69,69,96,28.1,"Low"
"1105",98.8,2115,2120,150.5,98,22.7,12,1209,52,58,69,69,97,28.1,"Low"
"1106",98.8,2146,2120,145,93,21.95,12,1214,48,55,69,69,97,28.1,"Low"
"1107",98.8,1821.5,2120,151.5,100,26.7,12.5,1239,49,58,69,69,97,28.2,"Low"
"1108",98.8,1828.5,2120,158,100,26.6,12.5,1244,45,51,69,69,96,28.1,"Low"
"1109",98.8,1831.5,2120,157.5,100,26.5,13,1283,46,52,69,69,96,28.1,"Low"
"1110",98.8,1834.5,2120,155,100,26.5,13,1291,58,55,69,69,96,28.1,"Low"
"1111",98.8,1842.5,2120,155.5,100,26.35,13,1302,54,52,69,69,96,28.2,"Low"
"1112",98.8,1841,2120,157,100,26.35,13.5,1338,59,59,69,69,96,28.2,"Low"
"1113",98.8,1837,2120,156,100,26.35,13.5,1314,53,52,69,69,97,28.1,"Low"
"1114",98.8,1848,2120,154,100,26.25,13.5,1358,55,54,69,69,96,28.1,"Low"
"1115",98.8,1853,2120,156,100,26.15,14,1341,54,53,69,69,96,28.2,"Low"
"1116",98.8,1844,2120,155.5,100,26.35,14,1366,47,46,69,69,96,28.2,"Low"
"1117",98.8,1427,2120,154.5,100,34.45,14.5,1441,55,54,69,69,96,28.1,"Low"
"1118",98.8,1387.5,2120,141.5,100,35.5,14,1398,53,53,69,69,96,28.1,"Low"
"1119",98.8,1409.5,2120,135.5,100,34.9,14.5,1427,57,54,69,69,96,28,"Low"
"1120",98.8,1435,2120,134.5,100,34.2,14.5,1459,53,52,69,69,97,28.1,"Low"
"1121",98.8,1461,2120,136,100,33.6,15,1479,57,51,69,69,96,28.2,"Low"
"1122",62,1514,1639,135.5,86,31.85,15,1448,431,439,69,69,96,28.1,"Low"
"1123",78.4,1916,1966.5,80,37,21.4,11.5,1076,2140,2335,69,69,96,28.1,"Low"
"1124",82.4,2022,2038,93,65,20.9,8.5,761,2479,2679,69,69,95,28.1,"Low"
"1125",98.8,2168,2120,119,73,15.1,2,144,2230,2409,69,69,90,28.2,"Low"
"1126",98.8,1798,2120,124,100,26.95,3,351,112,116,69,69,90,28.2,"Low"
"1127",98.8,2136,2120,137.5,79,20.3,5.5,552,102,90,69,69,90,28.2,"Low"
"1128",98.8,2136,2120,125.5,71,19.7,5.5,549,97,85,69,69,90,28.2,"Low"
"1129",98.8,2082.5,2120,126,89,22.45,5.5,536,59,55,69,69,90,28.2,"Low"
"1130",99.2,2093.5,2120,145,100,22.9,3.5,295,56,55,69,69,90,28.2,"Low"
"1131",99.2,1496,2120,153.5,100,32.55,0,0,57,53,69,69,95,28.1,"Low"
"1132",99.2,1457.5,2120,139.5,100,33.6,0.5,60,49,37,69,69,96,28.1,"Low"
"1133",99.2,1572.5,2120,139,100,31,1,69,50,46,69,69,96,28.2,"Low"
"1134",99.2,1487.5,2120,142.5,100,32.9,1,74,38,30,69,69,96,28.2,"Low"
"1135",99.2,1576.5,2120,142.5,100,30.9,0.5,40,42,36,69,69,96,28.1,"Low"
"1136",99.2,1508.5,2120,151,100,32.4,0.5,74,30,28,69,69,96,28.2,"Low"
"1137",99.2,1415,2120,139.5,100,34.8,0.5,85,35,36,69,69,96,28.2,"Low"
"1138",99.2,1429,2120,139,100,34.45,0,43,34,27,69,69,96,28.2,"Low"
"1139",99.2,1457,2120,137.5,100,33.6,0,0,35,30,69,69,96,28.2,"Low"
"1140",99.2,1638.5,2120,151,100,29.7,2,177,455,482,69,69,96,28.2,"Low"
"1141",99.2,2037.5,2120,121.5,67,23.3,0.5,77,90,101,69,69,97,28.1,"Low"
"1142",99.2,1835.5,2120,142,100,26.5,2.5,291,95,101,69,69,96,28.1,"Low"
"1143",99.2,2123.5,2120,124.5,74,19.7,3.5,375,92,76,69,69,96,28.2,"Low"
"1144",99.2,1858.5,2120,144.5,98,26,5,511,29,22,69,69,96,28.2,"Low"
"1145",99.2,2118.5,2120,141,76,20.3,5.5,555,973,1893,69,69,96,28.1,"Low"
"1146",99.2,2119,2120,98.5,56,18.75,1.5,124,1861,2032,70,70,96,28.2,"Low"
"1147",99.2,1823.5,2120,150.5,100,26.7,3.5,426,99,103,70,70,94,28.1,"Low"
"1148",99.2,1923.5,2120,154,100,25.2,5,505,95,97,70,70,95,28.2,"Low"
"1149",99.2,2193.5,2120,107.5,29,10.2,5.5,566,51,45,70,70,95,28.1,"Low"
"1150",99.2,2137.5,2120,70.5,38,13.55,6,621,47,44,70,70,95,28.2,"Low"
"1151",99.2,1791.5,2120,148.5,100,27.2,7.5,774,40,34,70,70,96,28.2,"Low"
"1152",99.2,2061,2120,155,98,23.4,9.5,958,39,32,70,70,96,28.1,"Low"
"1153",99.2,2148.5,2120,147,92,20.65,10,989,44,43,70,70,96,28.2,"Low"
"1154",99.2,1844,2120,139.5,100,26.25,11.5,1134,39,32,70,70,96,28.2,"Low"
"1155",99.2,1526,2120,148,100,32.05,12.5,1239,34,33,70,70,96,28.2,"Low"
"1156",99.2,1588,2120,145.5,100,30.75,13,1307,41,32,70,70,96,28.2,"Low"
"1157",99.2,1702.5,2120,151,100,28.6,14,1403,37,32,70,70,96,28.2,"Low"
"1158",99.2,1766,2120,157.5,100,27.55,14.5,1420,33,33,70,70,96,28.2,"Low"
"1159",24.4,1818,992.5,108.5,0,0,15.5,1495,38,34,70,70,96,28.2,"Low"
"1160",54.8,1845.5,1551,26,0,0,15,1475,44,36,70,70,96,28.2,"Low"
"1161",97.6,1769,2120,56.5,95,27.2,14.5,1425,38,35,70,70,96,28.1,"Low"
"1162",98.4,1901,2120,98.5,100,25.4,15.5,1576,41,35,70,70,96,28.2,"Low"
"1163",98.8,1994,2120,144,100,24.35,16,1652,46,38,70,70,96,28.2,"Low"
"1164",98.8,1934,2120,154.5,95,25.05,16,1575,40,34,70,70,96,28.2,"Low"
"1165",98.8,2002,2120,151,98,24.25,16.5,1636,42,35,70,70,96,28.2,"Low"
"1166",98.8,2078,2120,141,87,23.15,17.5,1708,43,42,70,70,96,28.1,"Low"
"1167",41.2,2100.5,1281,45,0,0,17.5,1658,97,78,70,70,96,28.1,"Low"
"1168",68.8,1743,1811.5,24.5,0,0.25,17,1682,688,652,70,70,96,28.2,"Low"
"1169",64.4,1417.5,1712,17.5,11,25.75,12.5,1146,2418,2612,70,70,96,28.2,"Low"
"1170",74,1697.5,1885,28.5,49,26.15,10,902,1400,1587,70,70,97,28.2,"Low"
"1171",74.4,1887.5,1889,45,64,20.3,9,898,1266,1448,70,70,97,28.2,"Low"
"1172",84.4,1946,2079.5,47,38,22.55,6,606,1358,1539,70,70,97,28.2,"Low"
"1173",86.4,2049,2106.5,63,32,21.6,4.5,427,1120,1059,70,70,97,28.2,"Low"
"1174",78.4,1691.5,1957,131.5,100,28.85,5,531,97,99,70,70,96,28.2,"Low"
"1175",41.6,1397.5,1280,88.5,44,27.3,5.5,543,86,65,70,70,96,28.2,"Low"
"1176",59.2,1687,1616.5,58.5,44,21.25,4.5,446,526,660,70,70,96,28.2,"Low"
"1177",77.2,1658,1952.5,70.5,82,29.1,4,359,478,642,70,70,96,28,"Low"
"1178",85.2,1781.5,2085.5,149.5,100,27.3,3.5,364,492,676,70,70,96,28.2,"Low"
"1179",86.8,1772,2115,155.5,100,27.45,4,384,532,716,70,70,96,28.1,"Low"
"1180",98,2159,2120,96,42,14.25,2.5,246,111,140,70,70,96,28.2,"Low"
"1181",98.8,1810,2120,149,100,27.1,2.5,343,95,94,70,70,96,28.2,"Low"
"1182",98.8,1797.5,2120,157,100,27.1,4,431,72,44,70,70,96,28.1,"Low"
"1183",98.8,1806,2120,158,100,26.95,5,513,40,35,70,70,94,28.1,"Low"
"1184",98.4,1841.5,2120,154,100,26.35,6,624,43,35,70,70,95,28.2,"Low"
"1185",98.4,1764,2120,157,99,27.55,7,681,48,44,70,70,94,28.2,"Low"
"1186",98.4,1682,2120,155,100,29,8,779,36,32,70,70,95,28.1,"Low"
"1187",98.8,1818.5,2120,158.5,100,26.7,8.5,834,32,31,70,70,93,28.2,"Low"
"1188",98.8,1779.5,2120,159.5,100,27.3,8.5,817,35,31,70,70,87,28.2,"Low"
"1189",98.8,1832.5,2120,156,100,26.5,8.5,834,18,11,70,70,87,28.1,"Low"
