"","ThrottlePosition___","EngineSpeed_rpm_","DesiredEngineSpeed_rpm_","BoostPressure_kPa_","EngineLoadFactor___","FuelConsumptionRate_l_h_","GroundSpeed_mph_","TransmissionOutputSpeed_rpm_","FrontServiceBrakeOilPressure_kPa_","RearServiceBrakeOilPressure_kPa_","HydraulicOilTemperature_degC_","HydraulicOilTemperature_degC_.1","FuelGauge___","SystemVoltage_volts_","Productivity"
"1",99.2,1908.5,2120,158,100,25.3,13,1279,55,57,87,87,95,28.2,"Low"
"2",85.6,2077.5,2120,67,18,15.8,10,966,371,428,86,86,96,28.2,"Low"
"3",99.6,1677.5,2120,162,100,29,3.5,266,93,91,86,86,95,28.1,"Low"
"4",99.6,1556,2120,157.5,100,31.35,1.5,153,48,48,86,86,96,28.2,"Low"
"5",99.6,1584.5,2120,151.5,100,30.65,1,89,28,28,86,86,96,28.2,"Low"
"6",98.4,1404,2120,140.5,100,35.05,0.5,237,17,13,86,86,96,28.2,"Low"
"7",99.2,2129.5,2120,145,72,19.85,0.5,92,104,134,86,86,96,28.2,"Low"
"8",80.8,1975,1999,101.5,67,21.75,3.5,326,20,24,86,86,96,28.2,"Low"
"9",91.6,2048.5,2120,147,100,23.5,5.5,549,21,22,86,86,96,28.2,"Low"
"10",99.2,1808,2120,165.5,100,26.85,10,1019,27,29,86,86,96,28.2,"Low"
"11",99.2,1842,2120,163,100,26.35,12.5,1262,21,25,86,86,96,28.2,"Low"
"12",99.2,1894.5,2120,158,100,25.55,15.5,1521,24,26,86,86,96,28.2,"Low"
"13",99.2,1968,2120,158.5,100,24.6,17.5,1761,22,28,86,86,96,28.2,"Low"
"14",90.4,2148.5,2120,85,45,14.15,11.5,1104,1453,1633,86,86,90,28.2,"Low"
"15",79.2,1744,1968,115.5,100,27.9,6.5,629,649,834,86,86,94,28.2,"Low"
"16",99.2,2014,2120,97,74,23.5,1,79,111,129,86,86,93,28.2,"Low"
"17",99.6,1793,2120,157,100,27.2,6,604,18,20,86,86,93,28.2,"Low"
"18",99.2,2052.5,2120,158,100,23.5,9,882,21,23,86,86,85,28.2,"Low"
"19",96.4,1801,2120,129.5,100,26.95,7,661,107,550,86,86,95,28.2,"Low"
"20",99.2,1924.5,2120,157,100,25.2,8,781,24,27,86,86,96,28.2,"Low"
"21",99.2,1864,2120,157.5,100,26,8.5,868,26,29,86,86,96,28.2,"Low"
"22",99.2,1595,2120,155.5,100,30.5,9,869,14,18,86,86,90,28.2,"Low"
"23",99.2,1792,2120,163.5,100,27.2,7.5,728,5,6,86,86,94,28.2,"Low"
"24",93.6,2108,2120,95.5,57,19.7,0.5,58,94,121,86,86,97,28.2,"Low"
"25",99.2,1798.5,2120,161.5,100,26.95,6,603,31,30,86,86,97,28.2,"Low"
"26",99.2,2037,2120,160,100,23.75,10.5,1078,44,46,86,86,96,28.1,"Low"
"27",99.2,2017,2120,70.5,54,22.55,10,1020,113,128,86,86,83,28.1,"Low"
"28",99.2,1881,2120,157,100,25.75,12,1203,482,513,86,86,94,28.2,"Low"
"29",98.4,1803,2120,163,100,26.95,10.5,1059,40,42,86,86,96,28.2,"Low"
"30",99.2,2132,2120,93.5,54,17.2,8,765,114,139,86,86,84,28.2,"Low"
"31",99.2,1967.5,2120,107.5,100,24.7,0.5,0,111,126,86,86,87,28.2,"Low"
"32",86.4,1837,2120,159,100,26.5,6,620,43,41,86,86,90,28.1,"Low"
"33",72.8,1895.5,1856,152.5,76,23.15,8,799,41,44,86,86,95,28.1,"Low"
"34",81.6,2108,2056,110,73,14.5,4,370,34,33,86,86,96,28.2,"Low"
"35",99.2,1933,2120,150.5,97,24.95,6.5,703,42,45,86,86,96,28.2,"Low"
"36",97.6,2078,2120,93,84,21.95,3,154,3945,4138,86,86,92,28.2,"Low"
"37",99.6,1895,2120,144.5,100,25.55,4,414,105,70,86,86,87,28.2,"Low"
"38",99.6,2115,2120,141.5,91,22.1,5,499,76,74,86,86,93,28.2,"Low"
"39",81.6,1656.5,2049,75,56,29.35,0,0,112,129,86,86,96,28.2,"Low"
"40",88,2113,2120,136,84,21.4,4,361,1818,2001,86,86,96,28.2,"Low"
"41",99.2,1955,2120,153.5,100,24.8,4.5,461,58,62,86,86,90,28.2,"Low"
"42",78.4,1939.5,1957.5,104.5,76,22.9,4.5,462,55,56,86,86,93,28.2,"Low"
"43",77.6,1936,1944.5,136.5,77,24.25,4.5,456,67,67,86,86,95,28.2,"Low"
"44",90,2096,2120,139.5,91,22.7,5,496,53,54,86,86,95,28.2,"Low"
"45",99.2,1921,2120,107,55,25.2,1.5,189,95,113,86,86,96,28.2,"Low"
"46",99.2,1576,1625,99,60,26.95,0.5,51,117,130,86,86,92,28.2,"Low"
"47",99.6,2077,2120,148.5,95,23.05,5,455,50,48,86,86,90,28.1,"Low"
"48",99.6,1983.5,2120,159,100,24.45,8,783,52,55,86,86,93,28.1,"Low"
"49",99.2,2113,2120,158,99,22.55,9,883,55,54,86,86,92,28.1,"Low"
"50",99.6,2116.5,2120,154,96,22.45,9,891,49,48,86,86,94,28.1,"Low"
"51",99.2,2124.5,2120,155.5,97,22.55,9,897,41,48,86,86,94,28.1,"Low"
"52",99.2,2105,2120,159,100,22.9,9,893,55,54,86,86,95,28.2,"Low"
"53",81.6,2071,2018.5,155.5,100,21.15,9,829,484,499,86,86,95,28.1,"Low"
"54",76.4,1670,1922,61.5,90,28.75,3.5,350,116,125,86,86,96,28.2,"Low"
"55",72.4,1887,1854.5,117.5,37,22.2,4.5,456,49,51,86,86,92,28.2,"Low"
"56",99.2,2123,2120,118,72,20.2,1,90,107,126,85,85,95,28.2,"Low"
"57",99.2,2135.5,2120,146,99,20.65,3.5,358,31,30,85,85,96,28.2,"Low"
"58",98.4,1919.5,2120,152.5,100,25.2,4.5,461,93,69,85,85,90,28.2,"Low"
"59",82,2089.5,1996.5,148,94,19.35,5,495,70,69,85,85,90,28.2,"Low"
"60",62,1691,1654.5,107.5,82,26.7,4,387,64,64,85,85,95,28.2,"Low"
"61",81.6,1845,2025.5,140,79,26.35,4,413,58,59,85,85,95,28.2,"Low"
"62",99.2,1397,1625,53.5,83,33.75,0.5,96,102,115,85,85,95,28.2,"Low"
"63",99.2,1956,2120,149,100,24.7,5.5,565,30,31,85,85,96,28.2,"Low"
"64",99.2,1812.5,2120,161.5,100,26.85,9.5,970,31,31,85,85,96,28.1,"Low"
"65",98.8,2065,2120,83,44,21.75,1,9,1459,1623,85,85,88,28.2,"Low"
"66",99.6,1817.5,2120,163,100,26.7,5,534,53,53,84,84,87,28.2,"Low"
"67",99.6,1755,2120,155,100,27.65,1,141,103,119,84,84,95,28.2,"Low"
"68",83.6,2150,2047.5,131.5,70,13.8,0.5,49,113,136,84,84,95,28.2,"Low"
"69",99.6,1803.5,2120,161,100,26.95,5,490,57,59,84,84,90,28.2,"Low"
"70",65.6,1775,1725,145.5,90,26.25,6.5,653,58,63,84,84,92,28.2,"Low"
"71",71.2,1769,1831,63,37,22.35,1.5,91,2127,2308,84,84,95,28.2,"Low"
"72",98.8,1741,2120,153.5,100,27.9,5.5,561,28,29,84,84,96,28.2,"Low"
"73",99.2,1961,2120,161,100,24.7,10,988,30,30,84,84,96,28.2,"Low"
"74",99.6,1913.5,2120,100,56,25.05,1,152,120,133,84,84,87,28.2,"Low"
"75",99.6,1756,2120,163.5,100,27.55,6,623,38,36,84,84,90,28.2,"Low"
"76",99.6,1781,2120,159,100,27.3,1.5,162,55,54,84,84,95,28.2,"Low"
"77",99.6,1545,2120,149,100,31.6,0.5,46,25,18,84,84,96,28.2,"Low"
"78",99.6,1479,2120,147,100,33.15,0.5,60,26,25,84,84,96,28.1,"Low"
"79",98.8,1365,2120,138.5,100,36.2,0,0,26,25,84,84,96,28.2,"Low"
"80",97.2,1631,2120,163,99,29.95,0.5,40,95,117,84,84,96,28.1,"Low"
"81",86,2118.5,2100.5,121,69,19.6,3.5,333,16,20,85,85,96,28.2,"Low"
"82",85.6,1770.5,2095,160,100,27.45,7.5,765,20,18,85,85,96,28.2,"Low"
"83",99.2,1868.5,2120,161,100,25.9,10,1059,11,15,85,85,96,28.2,"Low"
"84",99.2,1844.5,2120,158.5,100,26.25,13.5,1338,23,25,85,85,96,28.2,"Low"
"85",99.2,1904,2120,157.5,100,25.4,15.5,1557,30,27,85,85,96,28.2,"Low"
"86",98.4,2159.5,2120,70,28,9.15,15,1446,1167,1345,85,85,95,28.2,"Low"
"87",98.8,2118.5,2120,60,43,15.3,9,862,1629,1819,85,85,92,28.2,"Low"
"88",77.6,1748,1947,142.5,100,27.8,6,605,589,772,85,85,94,28.2,"Low"
"89",99.2,1817,2120,121,100,26.7,1,70,108,126,85,85,90,28.2,"Low"
"90",99.6,1804.5,2120,158.5,100,26.95,6.5,645,24,24,85,85,90,28.2,"Low"
"91",99.2,2159,2120,139,70,19.7,9.5,931,288,351,85,85,83,28.2,"Low"
"92",98.8,1815,2120,158,100,26.85,7,671,102,119,85,85,94,28.2,"Low"
"93",99.2,1968,2120,158,100,24.6,8,794,19,19,85,85,96,28.2,"Low"
"94",99.2,2042.5,2120,146.5,77,23.65,9,879,20,18,85,85,95,28.2,"Low"
"95",99.2,1579.5,2120,151,100,30.9,9,894,17,16,85,85,87,28.2,"Low"
"96",99.2,1738,2120,164,100,28.05,7.5,732,5,5,85,85,95,28.2,"Low"
"97",98.8,2128,2120,74,43,15.7,1.5,69,107,148,85,85,96,28.1,"Low"
"98",98.4,1823.5,2120,161.5,100,26.6,6,633,32,30,85,85,97,28.2,"Low"
"99",98.8,2158,2120,147,91,20.05,11.5,1123,47,46,85,85,96,28.2,"Low"
"100",99.2,2121.5,2120,104.5,57,18.75,10,990,115,135,85,85,83,28.2,"Low"
"101",99.6,1861.5,2120,127,100,26,7,723,8,10,69,69,96,28,"Low"
"102",99.6,1582,2120,127.5,100,30.9,9,913,7,8,69,69,97,28,"Low"
"103",99.6,1782,2120,130,100,27.3,10.5,1021,6,10,69,69,97,28,"Low"
"104",99.6,1859.5,2120,128.5,100,26,10.5,1052,6,8,69,69,97,28,"Low"
"105",99.6,1934,2120,126,100,25.05,11,1103,7,7,69,69,97,28,"Low"
"106",99.6,2025.5,2120,132.5,100,24,11.5,1163,5,8,69,69,96,28,"Low"
"107",99.6,2083.5,2120,138.5,99,23.15,12,1195,11,12,69,69,96,27.9,"Low"
"108",99.6,2107.5,2120,132.5,97,22.7,12,1199,6,7,68,68,96,27.9,"Low"
"109",92.8,1814,2120,125.5,100,26.35,12.5,1207,5,8,68,68,97,28,"Low"
"110",46.4,1423.5,1378,43,15,6.55,10.5,969,2278,2482,68,68,97,28,"Low"
"111",30,1139,1055.5,25.5,0,0,7.5,649,2818,3007,68,68,96,28,"Low"
"112",93.6,1251.5,2120,19.5,66,36.95,1.5,158,89,103,68,68,93,28,"Low"
"113",97.2,1685,2120,32.5,76,27.45,2,223,80,101,68,68,93,28,"Low"
"114",99.6,1941,2120,85.5,46,24.8,4,397,9,11,68,68,96,28,"Low"
"115",39.2,1748.5,1210,73.5,0,0,4.5,444,299,370,68,68,96,28,"Low"
"116",15.6,1166.5,800,21,0,0,3.5,332,423,494,69,69,95,28,"Low"
"117",16,676.5,833,7,17,61.5,0,0,2383,2582,68,68,96,27.5,"Low"
"118",94.4,1457.5,2120,18.5,61,30.75,0,0,1765,1895,68,68,97,28,"Low"
"119",69.2,1736,1793,82.5,75,25.4,1.5,216,80,98,68,68,97,28,"Low"
"120",98.8,2094,2120,122.5,84,22.35,4,375,0,0,68,68,97,28,"Low"
"121",66.8,1884.5,1741.5,69.5,25,5.7,3.5,356,0,7,68,68,97,28,"Low"
"122",48.8,1371.5,1434,37.5,0,6.2,3,276,963,1748,68,68,97,28,"Low"
"123",90.4,1760,2120,76.5,100,27.65,2,221,90,108,68,68,94,28,"Low"
"124",99.6,2061,2120,113.5,75,23.05,3.5,370,81,94,68,68,95,27.9,"Low"
"125",81.6,1911.5,1975.5,132.5,100,24.25,4.5,441,56,30,68,68,94,28,"Low"
"126",97.6,1777,2120,132.5,100,27.3,2.5,254,1,4,68,68,95,28,"Low"
"127",97.6,1548.5,2120,139,100,31.45,1,195,2,8,68,68,96,28,"Low"
"128",92.4,1568,2120,129.5,100,31,0.5,86,0,5,69,69,96,28,"Low"
"129",95.6,1599.5,2120,132.5,100,30.75,0.5,92,0,4,69,69,97,28.1,"Low"
"130",98.4,1597,2120,137.5,100,30.4,0,0,0,5,69,69,96,27.9,"Low"
"131",96,1610.5,2120,138,100,30.15,0,0,0,3,69,69,97,28.1,"Low"
"132",97.6,1501.5,2120,134.5,100,32.55,1,122,0,4,69,69,96,28,"Low"
"133",98.4,1912,2120,121.5,100,25.4,0,0,0,5,69,69,97,28.1,"Low"
"134",83.2,1767.5,2031,79,62,26.5,0,0,2129,2340,69,69,97,28,"Low"
"135",77.6,1900.5,1930.5,108.5,100,24.7,0,0,794,977,69,69,96,28,"Low"
"136",97.6,1696.5,2120,112.5,100,28.75,1.5,176,76,106,69,69,97,28,"Low"
"137",78,1462.5,1970,39,18,32.05,0,0,1717,1912,69,69,96,28,"Low"
"138",97.2,1899.5,2120,82.5,100,25.65,0,0,75,170,69,69,96,28,"Low"
"139",66,1905.5,1723.5,99,77,8.65,0,0,1948,2125,69,69,97,28,"Low"
"140",60.8,1783.5,1649,51.5,7,0,0,0,1722,1902,69,69,97,28.1,"Low"
"141",96,1745.5,2038.5,48.5,45,27.65,0.5,105,70,100,69,69,96,28.1,"Low"
"142",99.6,2137.5,2120,109,48,19.1,4.5,489,0,5,69,69,96,28.1,"Low"
"143",99.6,1833.5,2120,141,100,26.5,6,594,4,10,70,70,97,28,"Low"
"144",75.6,1906.5,1884,141.5,100,22.7,6,579,606,607,70,70,97,28,"Low"
"145",46.8,1188.5,1373,20.5,15,30.65,1,12,2149,2275,70,70,97,28.1,"Low"
"146",98.4,1583.5,2120,41,84,29.7,1.5,210,89,112,70,70,96,28,"Low"
"147",99.6,2153.5,2120,78,49,16.15,3,289,76,90,70,70,96,28,"Low"
"148",99.2,1953,2120,108,100,24.8,4.5,480,4,11,70,70,96,28.1,"Low"
"149",99.2,2013.5,2120,118,60,24.1,5.5,551,1,9,70,70,96,28.1,"Low"
"150",100,1723,2120,144,100,28.25,8,804,4,12,70,70,96,28,"Low"
"151",100,2108,2120,136.5,96,22.1,10,980,2,10,70,70,96,28,"Low"
"152",100,1871.5,2120,136.5,100,25.75,11,1087,4,8,70,70,96,28,"Low"
"153",100,1563.5,2120,134.5,100,31.25,13,1288,6,10,70,70,96,28.1,"Low"
"154",100,1614.5,2120,134.5,100,30.15,13.5,1328,4,10,70,70,96,28.1,"Low"
"155",100,1712.5,2120,141.5,100,28.5,14,1412,4,10,70,70,96,28.1,"Low"
"156",99.6,1901,2120,144,100,25.55,15.5,1568,4,13,70,70,96,28,"Low"
"157",99.6,1999.5,2120,141.5,100,24.35,16.5,1628,4,10,70,70,96,28.1,"Low"
"158",99.6,2063.5,2120,142,98,23.4,16.5,1641,4,8,70,70,96,28.1,"Low"
"159",99.6,2124.5,2120,133,87,21.85,17.5,1751,10,21,70,70,96,28,"Low"
"160",99.6,2162,2120,93,77,16.5,18,1782,136,263,70,70,97,28,"Low"
"161",29.6,2082,1128.5,32.5,0,0,17,1684,271,449,70,70,96,28,"Low"
"162",91.2,1836,2120,43,13,25.2,10.5,929,2286,2343,70,70,96,28,"Low"
"163",79.6,1792,1959.5,44.5,53,22.1,9.5,909,1831,2009,70,70,97,28,"Low"
"164",88.4,1738,2120,116.5,100,28.05,7,643,164,332,70,70,97,28,"Low"
"165",92.8,1718,2120,145.5,100,28.25,7,719,82,99,70,70,97,28,"Low"
"166",99.2,1657.5,2120,144.5,100,29.35,7.5,770,49,91,70,70,97,28,"Low"
"167",94.4,1904.5,2120,146,100,25.4,8.5,881,4,5,70,70,97,28,"Low"
"168",97.2,1876.5,2120,147.5,100,25.75,8.5,871,4,3,70,70,97,28.1,"Low"
"169",99.2,1955,2120,145.5,100,24.8,9,914,7,4,70,70,97,28.1,"Low"
"170",99.6,2001.5,2120,146,100,24.25,9.5,912,4,4,70,70,96,28,"Low"
"171",99.6,1931,2120,148,100,25.05,9,892,3,0,70,70,92,27.9,"Low"
"172",99.6,1940.5,2120,146,100,24.95,9,900,3,0,70,70,90,27.9,"Low"
"173",99.6,1822.5,2120,147,100,26.6,8.5,835,0,0,70,70,95,28,"Low"
"174",99.6,2058,2120,146,100,23.3,8,788,346,410,70,70,96,28,"Low"
"175",99.6,1677,2120,148.5,100,28.85,7,673,201,372,70,70,96,28,"Low"
"176",98.4,2167,2120,126.5,77,17.8,4,361,141,237,70,70,96,28.1,"Low"
"177",90.4,2158,2120,83,39,14.5,1.5,114,1785,1973,70,70,97,28,"Low"
"178",80,1883.5,1974,63.5,53,22.1,0,0,700,896,70,70,97,28,"Low"
"179",84.8,1798,2045.5,97,100,27.2,3,329,86,97,70,70,97,28.1,"Low"
"180",99.2,2132.5,2120,138,92,21.5,4,384,84,88,70,70,97,28.1,"Low"
"181",99.2,2103,2120,141,100,22.45,6.5,682,18,25,70,70,97,28,"Low"
"182",86.8,2042,2120,132,99,23.65,7,774,24,25,70,70,97,28,"Low"
"183",98.8,1868.5,2120,147,100,26,10,1002,19,22,70,70,97,28.1,"Low"
"184",24.4,1917,957,40,0,0,11,1070,322,396,70,70,96,28,"Low"
"185",64.4,1120.5,1729,17.5,0,41.9,10,1001,31,97,70,70,90,28.1,"Low"
"186",96,1687.5,2120,31,81,27.3,9.5,942,26,81,70,70,86,28,"Low"
"187",73.6,1879,1836,131,100,22.8,11,1066,8,9,70,70,92,28,"Low"
"188",39.2,1767.5,1239,31,0,0,10.5,1001,398,439,70,70,94,28,"Low"
"189",66,1624,1737,26,46,25.2,8,780,89,115,70,70,97,28.2,"Low"
"190",93.6,1830,2120,96,100,26.6,8,836,85,97,70,70,96,28.1,"Low"
"191",98.4,1586,2120,132,100,30.75,9,903,75,71,70,70,97,28.1,"Low"
"192",98.8,1941.5,2120,143,100,24.95,11,1124,8,6,70,70,97,28.2,"Low"
"193",99.2,2016.5,2120,147,100,24,11.5,1159,4,5,70,70,97,28.2,"Low"
"194",99.2,2060,2120,147.5,100,23.5,12,1183,3,5,70,70,97,28.2,"Low"
"195",99.2,2162.5,2120,131,92,18.9,12,1221,3,6,70,70,97,28.2,"Low"
"196",99.2,1880,2120,141.5,99,25.65,12,1212,4,5,70,70,97,28.2,"Low"
"197",99.2,1833,2120,145.5,100,26.5,12.5,1234,0,1,70,70,97,28.2,"Low"
"198",99.2,1837.5,2120,148.5,100,26.35,13,1268,5,2,70,70,97,28.1,"Low"
"199",99.2,1823.5,2120,150.5,100,26.6,13,1275,0,2,70,70,97,28,"Low"
"200",99.2,1821,2120,150.5,100,26.7,13,1293,4,2,70,70,97,28,"Low"
"201",99.6,1850,2120,159.5,100,26.25,13,1270,54,48,81,81,90,28.2,"Low"
"202",99.6,1847,2120,157.5,100,26.25,13.5,1315,50,53,81,81,90,28.2,"Low"
"203",99.6,1846.5,2120,160,100,26.25,13.5,1345,52,53,81,81,90,28.2,"Low"
"204",99.6,1852.5,2120,156,100,26.15,13.5,1326,47,50,81,81,90,28.2,"Low"
"205",99.6,1852.5,2120,160,100,26.15,13.5,1360,62,57,81,81,90,28.1,"Low"
"206",99.6,1856.5,2120,158,100,26.15,14,1365,59,61,81,81,90,28.2,"Low"
"207",99.6,1860.5,2120,156.5,100,26,14,1384,48,46,81,81,90,28.2,"Low"
"208",99.6,1862.5,2120,155.5,100,26,14,1403,51,54,81,81,90,28.2,"Low"
"209",99.6,1867,2120,155.5,100,25.9,14.5,1450,53,53,81,81,90,28.1,"Low"
"210",99.6,1874,2120,156,100,25.9,14.5,1387,56,53,81,81,90,28.2,"Low"
"211",83.2,1862.5,1992,157,100,25.55,14.5,1416,40,39,81,81,90,28.2,"Low"
"212",0.4,1266.5,800,66,0,0,14,1385,489,499,81,81,90,28.2,"Low"
"213",0,752.5,800,17,0,34.7,11,1044,1663,1869,81,81,87,28.2,"Low"
"214",0,768,800,8,15,44.75,6,508,2637,2868,81,81,82,27.1,"Low"
"215",0,756,800,6,18,51.9,2.5,185,2377,2545,81,81,81,27.2,"Low"
"216",99.6,1268,2120,15,61,35.65,1,151,110,126,81,81,79,28.2,"Low"
"217",82.8,2061.5,2085.5,61.5,95,19.25,2.5,262,94,64,81,81,79,28.2,"Low"
"218",81.6,1955.5,2048,132.5,100,24.6,4,401,55,45,81,81,85,28.2,"Low"
"219",99.6,2091,2120,140.5,100,22.1,4.5,472,55,57,81,81,83,28.2,"Low"
"220",99.6,1829,2120,156.5,100,26.5,7,700,57,58,81,81,77,28.2,"Low"
"221",99.6,1841,2120,156.5,100,26.35,7,660,53,54,81,81,75,28.2,"Low"
"222",99.6,1933,2120,155,100,24.95,1,0,56,61,81,81,81,28.2,"Low"
"223",99.6,1669.5,2120,161.5,100,29.1,1.5,233,60,60,81,81,85,28.2,"Low"
"224",99.6,1513,2120,149.5,100,32.3,0.5,88,34,37,81,81,85,28.2,"Low"
"225",99.6,1622.5,2120,155.5,100,30.05,0.5,0,45,43,81,81,85,28.2,"Low"
"226",99.6,1620.5,2120,159.5,100,29.95,0,0,42,40,81,81,85,28.2,"Low"
"227",99.6,1677.5,2120,156,100,29.1,0.5,43,35,35,81,81,85,28.2,"Low"
"228",99.6,1667,2120,156,100,29.2,1,86,33,33,81,81,85,28.2,"Low"
"229",100,1607.5,2120,160.5,100,30.3,0.5,72,38,38,81,81,85,28.2,"Low"
"230",100,1620.5,2120,161.5,100,30.05,0.5,89,29,27,81,81,85,28.2,"Low"
"231",100,1620.5,2120,160.5,100,30.05,0,0,31,30,81,81,85,28.2,"Low"
"232",99.6,1485,2120,150.5,100,33,0,0,27,28,81,81,85,28.2,"Low"
"233",99.6,1443.5,2120,144.5,100,34.1,0,0,26,26,81,81,87,28.2,"Low"
"234",99.6,1625,2120,141,100,29.95,0,40,29,29,81,81,87,28.2,"Low"
"235",73.6,1387,1856,134,100,35.5,0,0,852,751,81,81,87,28.2,"Low"
"236",98.4,1759,2120,136.5,100,27.65,0.5,73,476,631,81,81,87,28.2,"Low"
"237",99.6,1739,2120,158.5,100,28.05,1.5,132,98,116,81,81,87,28.2,"Low"
"238",68,1513.5,1676.5,161.5,91,31.7,0.5,94,86,80,81,81,87,28.2,"Low"
"239",99.6,1916.5,2120,157,100,25.3,2,235,29,30,81,81,87,28.2,"Low"
"240",64.4,1599,1706,69.5,54,26,1.5,86,691,648,81,81,87,28.2,"Low"
"241",99.6,1741,2120,98.5,100,27.9,1,105,93,113,81,81,85,28.2,"Low"
"242",99.6,1685.5,2120,132,100,28.85,1.5,201,88,92,81,81,86,28.2,"Low"
"243",94,2120.5,2120,142,79,21.15,3,375,25,27,81,81,88,28.2,"Low"
"244",72.8,1819.5,1835,150.5,100,24.95,4.5,447,18,18,81,81,87,28.2,"Low"
"245",43.6,1364,1309.5,44,21,14.35,4.5,395,31,30,81,81,87,28.2,"Low"
"246",43.6,1331,1316,25,37,24.95,2.5,227,2225,2457,81,81,88,28.1,"Low"
"247",99.6,1776.5,2120,90.5,100,27.45,2,244,103,116,81,81,87,28.2,"Low"
"248",99.6,2104.5,2120,124.5,88,21.75,3,323,93,105,81,81,85,28.2,"Low"
"249",99.6,1903.5,2120,102,41,25.3,3.5,347,29,32,81,81,83,28.2,"Low"
"250",99.6,2124.5,2120,130.5,84,21.15,5,444,35,36,81,81,82,28.2,"Low"
"251",99.6,1877.5,2120,152,100,25.75,7,723,33,32,81,81,85,28.2,"Low"
"252",99.6,2032,2120,158,100,23.85,8.5,854,36,34,81,81,85,28.2,"Low"
"253",99.6,2033,2120,144.5,90,23.65,9,900,36,37,81,81,85,28.2,"Low"
"254",99.6,1845,2120,157.5,100,26.35,11,1100,33,35,81,81,85,28.2,"Low"
"255",89.2,1860,2120,157,100,26.15,11.5,1177,33,30,81,81,85,28.2,"Low"
"256",67.2,1754,1755.5,138,73,25.65,12.5,1252,28,32,81,81,85,28.2,"Low"
"257",58.4,1682.5,1593.5,70,37,18.75,13.5,1279,31,33,81,81,85,28.2,"Low"
"258",56.4,1606,1568.5,42.5,1,4.75,13.5,1278,29,32,81,81,85,28.2,"Low"
"259",60,1564.5,1620.5,22.5,17,13.2,13,1275,31,32,81,81,87,28.2,"Low"
"260",72,1693.5,1846,27,55,24.25,13,1284,33,32,81,81,87,28.1,"Low"
"261",72,1793.5,1842,45.5,62,23.15,13.5,1352,36,35,81,81,88,28.2,"Low"
"262",66,1775,1725,57.5,40,18.15,13.5,1328,31,33,81,81,87,28.2,"Low"
"263",67.2,1762.5,1750.5,40,32,15.3,13.5,1361,31,32,81,81,87,28.2,"Low"
"264",67.6,1772.5,1763.5,35,32,14.85,14,1377,32,33,81,81,87,28.2,"Low"
"265",65.2,1731.5,1720,30,24,11.3,14,1389,33,32,81,81,87,28.2,"Low"
"266",76.4,1899,1920,93,77,23.5,14,1422,37,38,81,81,87,28.2,"Low"
"267",76.8,1965,1930.5,96.5,70,20.05,14.5,1440,32,33,81,81,87,28.2,"Low"
"268",70,1900.5,1806,64,20,8.1,14,1375,1476,1621,81,81,87,28.2,"Low"
"269",68.4,1803.5,1775.5,46.5,23,10.95,13.5,1307,878,1056,81,81,87,28.2,"Low"
"270",70.4,1928.5,1813.5,88.5,53,17.7,12.5,1220,724,910,81,81,93,28.2,"Low"
"271",71.6,1869.5,1829,46.5,33,12.95,11,1047,750,932,81,81,92,28.2,"Low"
"272",72.4,1864.5,1837.5,47.5,42,16.75,8,800,970,1150,81,81,93,28.2,"Low"
"273",72.4,1604,1848.5,63.5,91,30.05,7,688,783,954,81,81,92,28.1,"Low"
"274",91.2,1825.5,2120,131.5,100,26.6,7,681,95,118,81,81,92,28.2,"Low"
"275",99.6,1823,2120,148,100,26.6,7,687,100,116,81,81,92,28.2,"Low"
"276",99.6,1867,2120,155,100,26,7,715,32,29,81,81,92,28.1,"Low"
"277",99.2,1980.5,2120,155,100,24.6,8,810,32,34,81,81,93,28.2,"Low"
"278",80,2041,1986.5,136.5,84,18.3,8.5,850,31,33,81,81,87,28.1,"Low"
"279",63.2,1689,1663,134,88,27.1,8.5,842,33,32,81,81,87,28.2,"Low"
"280",98.8,1735.5,2120,136.5,100,28.05,8.5,854,28,29,81,81,87,28.2,"Low"
"281",96.4,1657.5,2120,155.5,100,29.35,8.5,852,31,30,81,81,78,28.2,"Low"
"282",92.4,1612,2120,156,100,30.15,8.5,864,28,28,81,81,77,28.2,"Low"
"283",98.8,1589.5,2120,155.5,100,30.65,9,869,22,25,81,81,78,28.2,"Low"
"284",99.2,1578.5,2120,155,100,30.9,8.5,840,21,22,81,81,81,28.2,"Low"
"285",86,1551,2098.5,152,100,31.45,8,812,17,19,81,81,83,28.2,"Low"
"286",80.8,1892,1992.5,149,100,25.55,7,686,141,289,81,81,82,28.2,"Low"
"287",74,1849,1875,128,75,24.95,6.5,647,117,245,81,81,87,28.2,"Low"
"288",69.6,1854,1796,133,73,23.75,6,601,334,500,81,81,87,28.2,"Low"
"289",55.2,1576,1525.5,29,22,3.2,0,0,3838,4034,81,81,91,28.2,"Low"
"290",78.4,1668,1967.5,33.5,22,27.9,1.5,88,103,126,81,81,92,28.2,"Low"
"291",99.6,2016,2120,116.5,100,24.1,3.5,337,95,91,81,81,93,28.2,"Low"
"292",99.6,1855.5,2120,146,100,26.15,5,514,34,40,81,81,92,28.2,"Low"
"293",76,1835.5,1910.5,148,78,26,7,720,70,69,81,81,93,28.2,"Low"
"294",78,1842.5,1950,148.5,100,26.35,8.5,851,56,58,81,81,93,28.2,"Low"
"295",72.8,1912.5,1859,141.5,77,23.5,10,1001,48,47,81,81,92,28.2,"Low"
