"","ThrottlePosition___","EngineSpeed_rpm_","DesiredEngineSpeed_rpm_","BoostPressure_kPa_","EngineLoadFactor___","FuelConsumptionRate_l_h_","GroundSpeed_mph_","TransmissionOutputSpeed_rpm_","FrontServiceBrakeOilPressure_kPa_","RearServiceBrakeOilPressure_kPa_","HydraulicOilTemperature_degC_","HydraulicOilTemperature_degC_.1","FuelGauge___","SystemVoltage_volts_","Productivity"
"7101",86.8,1706,2089.5,157.5,100,28.5,1.5,255,46,33,81,81,45,28.2,"Normal"
"7102",98.4,1620,2120,160,100,30.05,1,87,37,31,81,81,45,28.2,"Normal"
"7103",99.6,1643,2120,159,100,29.55,0.5,67,27,24,81,81,44,28.2,"Normal"
"7104",33.2,1213,1117.5,72,33,28.25,0,89,726,661,81,81,46,28.2,"Normal"
"7105",28.8,1030.5,1040.5,10,19,23.15,0,0,2409,2578,81,81,47,28.2,"Normal"
"7106",28.8,1040,1041,8.5,19,22.45,0,0,2358,2533,81,81,47,28.2,"Normal"
"7107",28.8,1042,1040.5,6.5,17,21.85,0,0,2240,2413,81,81,47,28.2,"Normal"
"7108",28.8,1042,1041,7,17,21.6,0,0,2223,2394,81,81,47,28.2,"Normal"
"7109",28.8,1039,1041,6.5,17,21.85,0,0,2211,2384,81,81,47,28.2,"Normal"
"7110",33.6,1053,1159.5,6,17,31.7,0,0,1545,1707,81,81,47,28.2,"Normal"
"7111",95.2,1429.5,2120,33.5,74,32.55,0.5,42,110,113,81,81,47,28.2,"Normal"
"7112",99.6,1559,2120,77.5,93,31.6,0.5,93,91,36,81,81,47,28.2,"Normal"
"7113",99.6,1603,2120,146,100,30.4,0.5,92,40,28,81,81,47,28.2,"Normal"
"7114",99.6,1715,2120,152.5,100,28.4,0.5,0,32,31,81,81,47,28.2,"Normal"
"7115",99.6,1594.5,2120,156.5,100,30.5,0.5,97,32,31,81,81,47,28.2,"Normal"
"7116",99.6,1715.5,2120,156.5,100,28.25,1,66,37,26,81,81,47,28.2,"Normal"
"7117",99.6,1713.5,2120,158.5,100,28.5,0,0,33,22,81,81,47,28.2,"Normal"
"7118",99.6,1622,2120,156.5,100,30.3,0.5,72,18,14,81,81,47,28.1,"Normal"
"7119",99.6,1655,2120,156.5,100,29.35,0.5,0,15,3,81,81,47,28.2,"Normal"
"7120",99.6,1667,2120,153.5,100,29.2,1,73,37,26,81,81,47,28.2,"Normal"
"7121",99.6,1462.5,1882,148,100,33.5,0,56,22,17,81,81,49,28.2,"Normal"
"7122",98.8,1429,2021,137,100,34.45,0,0,18,14,81,81,49,28.2,"Normal"
"7123",99.6,1516.5,1881,142.5,100,32.2,0,0,26,16,81,81,49,28.2,"Normal"
"7124",99.6,1471.5,1774,142.5,100,33.25,0,0,35,21,81,81,49,28.2,"Normal"
"7125",99.6,1532,1846,145.5,100,31.85,0,0,13,9,81,81,47,28.2,"Normal"
"7126",99.6,1393,1832,140.5,100,35.4,0,0,26,10,81,81,47,28.2,"Normal"
"7127",99.6,1581.5,1871,145.5,100,30.9,0,42,24,13,81,81,47,28.1,"Normal"
"7128",99.6,1553.5,1904,145,100,31.35,0,0,13,7,81,81,47,28.2,"Normal"
"7129",78.8,1715,1998.5,120,71,28.4,2.5,276,15,11,81,81,47,28.1,"Normal"
"7130",72,1940,1837.5,116.5,68,17,3,228,2469,2620,81,81,47,28.2,"Normal"
"7131",56.8,1622.5,1558.5,45.5,15,3.2,1,206,1685,1874,81,81,49,28.2,"Normal"
"7132",62.4,1661,1657.5,45.5,55,22.7,0.5,59,236,420,81,81,49,28.2,"Normal"
"7133",77.2,1973,1906.5,66,70,18.75,0,0,2573,2752,81,81,49,28.2,"Normal"
"7134",99.6,2085,2120,106,98,22.2,0,0,2086,2261,82,82,49,28.2,"Normal"
"7135",99.6,2112.5,2120,136,89,22.1,0,0,1836,2005,82,82,49,28.2,"Normal"
"7136",99.6,2126,2120,139.5,86,21.6,0,0,1857,2027,82,82,49,28.2,"Normal"
"7137",68.4,1761.5,1815.5,51.5,12,20.05,0,0,1786,1970,82,82,49,28.2,"Normal"
"7138",66,1628,1757,41,8,4.5,0,0,1944,2128,82,82,49,28.2,"Normal"
"7139",25.6,1416,985,26,0,0,0,0,2065,2244,82,82,49,28.2,"Normal"
"7140",7.2,768,800,9.5,0,22.7,0,0,1874,2043,82,82,49,28.2,"Normal"
"7141",7.2,765.5,800,3.5,11,42.85,0,0,1795,1965,82,82,49,27.2,"Normal"
"7142",7.2,786,800,3.5,11,39.9,0,0,1791,1964,82,82,49,27.6,"Normal"
"7143",7.2,803.5,800,3,10,37.4,0,0,1796,1964,82,82,49,28.2,"Normal"
"7144",7.2,803,800,3,10,36.8,0,0,1793,1966,82,82,49,28.2,"Normal"
"7145",7.2,802,800,3,10,36.8,0,0,1791,1964,82,82,49,28.2,"Normal"
"7146",7.2,802.5,800,3,10,36.7,0,0,1792,1963,82,82,49,28.2,"Normal"
"7147",7.2,801.5,800,3,9,36.8,0,0,1793,1962,82,82,49,28.2,"Normal"
"7148",7.2,801.5,800,2.5,9,36.7,0,0,1789,1960,82,82,49,28.2,"Normal"
"7149",7.2,800.5,800,2.5,9,36.7,0,0,1793,1961,82,82,49,28.2,"Normal"
"7150",7.2,801,800,2.5,9,36.7,0,0,1793,1963,82,82,49,28.2,"Normal"
"7151",7.2,801,800,2.5,9,36.7,0,0,1793,1963,82,82,49,28.2,"Normal"
"7152",7.2,802,800,3,9,36.45,0,0,1793,1963,82,82,49,28.2,"Normal"
"7153",7.2,800.5,800,2.5,9,36.8,0,0,1792,1962,82,82,49,28.2,"Normal"
"7154",7.2,800,800,2.5,9,36.8,0,0,1793,1960,82,82,49,28.2,"Normal"
"7155",7.2,800.5,800,2.5,9,36.95,0,0,1792,1962,82,82,49,28.2,"Normal"
"7156",7.2,800.5,800,2.5,9,36.95,0,0,1791,1962,82,82,49,28.2,"Normal"
"7157",82.8,1495,2045.5,21.5,63,30.3,0,0,1877,2058,82,82,49,28.1,"Normal"
"7158",96.8,1940.5,2120,47.5,76,24.25,0,0,2011,2190,82,82,49,28.1,"Normal"
"7159",94.8,2133.5,2120,122.5,97,20.65,0,0,1840,1999,82,82,49,28.2,"Normal"
"7160",88,2114,2120,116.5,70,21,0,0,1944,2163,82,82,49,28.2,"Normal"
"7161",64.8,1635.5,1706,33,48,22.35,0,51,101,112,82,82,47,28.2,"Normal"
"7162",51.2,1586,1449,62,76,24.7,2.5,284,103,94,81,81,47,28.1,"Normal"
"7163",39.6,1228,1240,20.5,14,11.15,2.5,220,34,28,81,81,47,28.2,"Normal"
"7164",41.2,1239,1270.5,16,20,19.85,2,222,43,37,81,81,47,28.2,"Normal"
"7165",53.6,1590,1497.5,29.5,29,16.4,2.5,261,44,34,81,81,47,28.2,"Normal"
"7166",44,1386.5,1313.5,17,8,5.95,2.5,257,49,39,81,81,46,28.2,"Normal"
"7167",72,1513.5,1864,18.5,41,30.05,2.5,250,48,39,81,81,47,28.2,"Normal"
"7168",90,1776,2120,47.5,89,26.6,3,333,47,37,81,81,48,28.2,"Normal"
"7169",99.2,2112.5,2120,137,100,21.5,6,627,46,36,81,81,47,28.1,"Normal"
"7170",96,1798.5,2120,146.5,99,26.95,8.5,878,46,36,81,81,47,28.2,"Normal"
"7171",94,1656.5,2120,152,100,29.35,9.5,969,31,24,81,81,47,28.2,"Normal"
"7172",80.4,1903,1992.5,148,95,25.05,11,1103,47,39,81,81,47,28.2,"Normal"
"7173",63.2,1829.5,1679,31.5,0,0,10.5,1038,198,305,81,81,47,28.2,"Normal"
"7174",63.6,1535,1682,18.5,29,17.6,10,942,877,1049,81,81,47,28.2,"Normal"
"7175",52.8,1591.5,1478.5,20,17,2.4,8.5,795,1384,1573,81,81,46,28.2,"Normal"
"7176",52,1412.5,1473.5,16.5,31,22.8,4.5,343,2122,2297,81,81,47,28.2,"Normal"
"7177",99.2,2065.5,2120,103,100,22.7,2,235,115,117,81,81,45,28.2,"Normal"
"7178",99.6,2136.5,2120,117.5,80,19.85,3,255,53,43,81,81,47,28.2,"Normal"
"7179",99.6,1925,2120,132.5,100,25.2,4,396,55,50,81,81,47,28.1,"Normal"
"7180",99.6,2051,2120,149,100,23.4,5.5,531,60,49,81,81,47,28.2,"Normal"
"7181",85.2,1642,2082.5,153,100,29.7,1.5,156,53,43,81,81,46,28.2,"Normal"
"7182",95.6,1783,2120,155,100,27.2,1.5,169,62,51,81,81,47,28.2,"Normal"
"7183",99.6,1744.5,2120,154.5,100,27.8,2,170,48,39,81,81,47,28.2,"Normal"
"7184",99.6,1600.5,2120,155.5,100,30.4,1,98,48,42,81,81,47,28.2,"Normal"
"7185",99.6,1571,2120,150,100,31,0.5,64,42,40,81,81,47,28.2,"Normal"
"7186",99.6,1619,2120,147,100,30.15,1,79,40,31,81,81,49,28.2,"Normal"
"7187",99.6,1602,2120,152.5,100,30.4,0.5,54,39,29,81,81,49,28.2,"Normal"
"7188",99.6,1697.5,2120,151.5,100,28.75,0.5,79,31,26,81,81,49,28.2,"Normal"
"7189",99.6,1592,2120,145,100,30.65,0.5,66,30,23,81,81,49,28.3,"Normal"
"7190",98.8,1639,2120,152.5,100,29.7,1.5,155,30,18,81,81,49,28.2,"Normal"
"7191",84.4,1669.5,1625,99.5,100,22.35,0.5,37,15,12,81,81,49,28.2,"Normal"
"7192",58.4,1532,1598.5,60.5,27,24.25,1,157,19,9,81,81,49,28.2,"Normal"
"7193",43.2,1275.5,1249,41.5,45,26,0,0,2485,2636,81,81,49,28.2,"Normal"
"7194",92,1741,1327,24.5,11,26.7,0,0,644,822,81,81,49,28.2,"Normal"
"7195",25.2,1308,966.5,30,0,0,2.5,233,94,120,81,81,49,28.2,"Normal"
"7196",24.8,1168,966,18,0,0,2,224,26,15,81,81,49,28.2,"Normal"
"7197",55.6,1196.5,1534,11.5,60,37.3,0,0,1588,1776,81,81,49,28.2,"Normal"
"7198",99.2,1578,2120,56,84,30.3,1.5,178,124,119,81,81,47,28.2,"Normal"
"7199",99.6,1880.5,2120,123.5,100,25.65,2.5,258,109,92,81,81,47,28.2,"Normal"
"7200",95.6,2036,2120,139.5,93,23.75,2.5,261,46,37,81,81,47,28.2,"Normal"
"7201",60.4,1558.5,1599.5,65,83,30.3,4.5,365,636,1249,84,84,48,28.2,"Normal"
"7202",58.4,1611.5,1592.5,45,40,20.05,3.5,309,2562,2744,84,84,47,28.2,"Normal"
"7203",85.6,1841,2102.5,38,65,25.55,0,0,86,111,84,84,43,28.2,"Normal"
"7204",79.6,1990.5,1975,120.5,100,21.6,2.5,261,103,110,84,84,42,28.2,"Normal"
"7205",97.2,1908,2120,129.5,100,25.3,3,372,26,16,84,84,47,28.2,"Normal"
"7206",55.2,1703,1524,97,58,12.7,4.5,466,38,27,84,84,47,28.2,"Normal"
"7207",99.6,1972,2120,103,100,24.6,5,529,31,24,83,83,47,28.2,"Normal"
"7208",99.6,2138,2120,120,79,19.85,5.5,578,31,23,84,84,47,28.2,"Normal"
"7209",99.6,1766.5,2120,148.5,100,27.55,7.5,760,30,25,83,83,43,28.2,"Normal"
"7210",62.8,1903.5,1660.5,96.5,43,0,9,883,381,423,83,83,41,28.2,"Normal"
"7211",61.6,1612.5,1647.5,29.5,12,12.6,7,670,1053,1231,83,83,41,28.2,"Normal"
"7212",63.6,1586.5,1687,28,44,23.3,6,548,558,739,83,83,44,28.2,"Normal"
"7213",69.2,1649.5,1792,64.5,88,29.1,5.5,522,98,147,83,83,45,28.2,"Normal"
"7214",65.6,1688,1724,94,95,28.25,5.5,553,97,139,83,83,45,28.2,"Normal"
"7215",97.6,1705,2120,148.5,100,28.5,6,619,31,27,83,83,45,28.2,"Normal"
"7216",93.2,1561.5,2120,148.5,100,31.1,7,734,33,26,83,83,45,28.2,"Normal"
"7217",87.6,1759.5,2120,155,100,27.55,8,816,37,29,83,83,47,28.2,"Normal"
"7218",74.4,1800.5,1869,158.5,100,26.95,8.5,833,31,26,83,83,47,28.2,"Normal"
"7219",88.4,1860,2120,146.5,100,26.15,8.5,857,34,29,83,83,47,28.2,"Normal"
"7220",99.2,1904,2120,150.5,100,25.3,9,865,26,21,83,83,42,28.2,"Normal"
"7221",90.4,1861,2120,153.5,100,26.15,8.5,869,23,17,83,83,38,28.2,"Normal"
"7222",99.2,1918.5,2120,150,100,25.2,9,894,26,14,83,83,38,28.2,"Normal"
"7223",99.6,1773,2120,157,100,27.45,8.5,828,23,13,83,83,42,28.2,"Normal"
"7224",99.6,1719.5,2120,158,100,28.25,8,781,12,5,83,83,42,28.2,"Normal"
"7225",98,1638,2120,159,100,29.7,7.5,743,10,5,83,83,42,28.2,"Normal"
"7226",69.2,1724.5,1785.5,153.5,91,27.1,7.5,737,496,850,83,83,45,28.2,"Normal"
"7227",58,1705,1576.5,136,81,24.6,5.5,436,2409,2593,83,83,45,28.2,"Normal"
"7228",55.6,1634,1541.5,46.5,27,7.35,0,0,2195,2371,83,83,47,28.2,"Normal"
"7229",99.6,2010,2120,92.5,70,24.1,1.5,290,94,106,83,83,48,28.2,"Normal"
"7230",99.6,2016.5,2120,148,100,24,6.5,646,22,13,83,83,47,28.2,"Normal"
"7231",99.6,1912.5,2120,156.5,100,25.3,6.5,650,47,35,83,83,47,28.2,"Normal"
"7232",99.6,2139.5,2120,137,81,20.3,6.5,617,79,69,83,83,47,28.2,"Normal"
"7233",99.2,2182.5,2120,120.5,44,14.95,7,709,70,63,83,83,47,28.2,"Normal"
"7234",44,1692.5,1327.5,65,41,0,10,985,57,50,83,83,47,28.2,"Normal"
"7235",56.8,1643,1555,32,0,0,9.5,950,54,47,83,83,48,28.2,"Normal"
"7236",43.6,1504,1317.5,17,0,0,8.5,837,70,108,83,83,43,28.2,"Normal"
"7237",48.4,1388.5,1422.5,16,0,3.55,8,785,53,51,83,83,42,28.2,"Normal"
"7238",96.8,1505.5,2120,46,83,31.45,8.5,861,56,48,83,83,41,28.3,"Normal"
"7239",54.4,1752.5,1510,78,61,0.5,10,1012,59,57,83,83,42,28.3,"Normal"
"7240",55.2,1550.5,1531.5,24,0,0,9.5,934,676,663,83,83,46,28.3,"Normal"
"7241",55.6,1377,1536,18.5,13,20.3,8.5,817,928,1089,83,83,47,28.3,"Normal"
"7242",62.4,1529,1656,33,68,29.35,7.5,716,147,286,83,83,47,28.3,"Normal"
"7243",65.2,1573.5,1712,108.5,96,30.9,8.5,878,111,115,83,83,50,28.4,"Normal"
"7244",57.6,1639.5,1571.5,121,98,28.4,9.5,945,105,91,83,83,50,28.3,"Normal"
"7245",68.4,1746,1776,123,76,26.85,10,1007,50,39,83,83,50,28.3,"Normal"
"7246",55.2,1715.5,1530,101,52,19.7,10,983,49,44,83,83,49,28.3,"Normal"
"7247",41.2,1190,1276.5,27,0,21,8,766,1083,1283,83,83,43,28.3,"Normal"
"7248",60.4,1597.5,1624.5,71,85,29.1,6,586,118,102,83,83,38,28.4,"Normal"
"7249",0,955.5,800,32.5,0,13.3,6.5,607,784,727,83,83,40,28.3,"Normal"
"7250",0,834,800,17,0,24.8,4.5,351,2873,3079,83,83,42,28.2,"Normal"
"7251",0,749.5,800,7.5,15,48.1,0,0,1674,1849,83,83,42,28.1,"Normal"
"7252",0,757,800,6,24,58.45,0,0,1660,1840,83,83,42,28.2,"Normal"
"7253",0,790,800,6.5,26,55.35,0,0,115,143,83,83,42,28.2,"Normal"
"7254",98,1031,2111,7.5,60,46.1,0.5,78,116,118,83,83,42,28.2,"Normal"
"7255",70.8,1592,1773,33,67,27.3,2,217,117,107,83,83,42,28.4,"Normal"
"7256",66.8,1699,1763,40,44,22.7,2,223,73,46,83,83,42,28.2,"Normal"
"7257",76,1853,1867.5,138.5,99,24.8,3.5,382,62,54,83,83,45,28.2,"Normal"
"7258",80.4,1839.5,1981.5,129,90,25.9,5,479,67,59,83,83,47,28.2,"Normal"
"7259",50.8,1607,1426.5,59.5,38,9.85,4,400,69,59,83,83,47,28.2,"Normal"
"7260",76,1514,1940.5,34,0,30.3,4,401,56,46,83,83,47,28.2,"Normal"
"7261",98.4,1868,2120,95,100,26,5,490,52,45,83,83,49,28.1,"Normal"
"7262",99.6,1885.5,2120,147,99,25.65,6,615,51,43,83,83,49,28.1,"Normal"
"7263",99.6,1636.5,2120,155,100,29.8,7.5,766,48,45,83,83,47,28.1,"Normal"
"7264",99.6,1734,2120,152.5,100,28.05,8,802,51,39,83,83,47,28.2,"Normal"
"7265",94,1905,2120,156,100,25.4,9,876,57,53,83,83,47,28.2,"Normal"
"7266",94.4,1972,2120,153,100,24.6,9,904,39,35,83,83,47,28.2,"Normal"
"7267",94.8,2019,2120,132,99,23.75,10,978,54,52,83,83,47,28.2,"Normal"
"7268",88.4,1844.5,2120,149.5,100,26.25,10,973,54,49,83,83,47,28.2,"Normal"
"7269",88.4,1802.5,2120,158.5,100,26.95,10,995,58,50,83,83,47,28.2,"Normal"
"7270",91.2,1825,2120,160,100,26.6,10,1007,53,47,83,83,48,28.2,"Normal"
"7271",67.6,1850.5,1755,140,71,22.7,9.5,945,864,1770,83,83,47,28.2,"Normal"
"7272",99.6,2077,2120,122,100,22.35,7,684,114,121,83,83,47,28.2,"Normal"
"7273",96,1916,2120,150.5,100,25.05,5,314,103,107,83,83,47,28.2,"Normal"
"7274",94.4,1678,2120,139,62,29,0,0,100,49,83,83,44,28.2,"Normal"
"7275",99.6,1680.5,2120,159,100,29,1.5,115,20,17,83,83,44,28.2,"Normal"
"7276",99.6,1789.5,2120,157.5,100,27.2,1.5,116,54,45,83,83,45,28.2,"Normal"
"7277",99.6,1541.5,2120,157.5,100,31.7,0.5,41,43,34,83,83,45,28.2,"Normal"
"7278",99.6,1552,2120,152,100,31.45,0.5,1,37,32,83,83,45,28.2,"Normal"
"7279",99.6,1597.5,2120,155,100,30.5,0.5,106,39,31,83,83,47,28.2,"Normal"
"7280",99.6,1596,2120,156.5,100,30.5,0.5,51,33,28,83,83,47,28.2,"Normal"
"7281",99.6,1593.5,2120,158.5,100,30.65,0,42,34,22,83,83,47,28.2,"Normal"
"7282",99.6,1617,2120,155,100,30.15,1,107,31,24,83,83,47,28.2,"Normal"
"7283",99.6,1684,2120,155.5,100,28.85,1,87,31,18,83,83,47,28.2,"Normal"
"7284",99.6,1608,2120,157.5,100,30.3,0,0,25,16,83,83,47,28.2,"Normal"
"7285",99.6,1466.5,2120,143.5,100,33.35,1,81,25,18,83,83,47,28.2,"Normal"
"7286",76.4,1515.5,1937,124,100,32.2,1,66,3008,3075,83,83,47,28.1,"Normal"
"7287",98.4,1867.5,2120,140,100,26,0,0,274,373,83,83,47,28.2,"Normal"
"7288",99.6,1572,2120,162,100,31,1,52,102,109,83,83,47,28.1,"Normal"
"7289",95.6,1515,2120,157,100,32.3,1,84,24,13,83,83,48,28.2,"Normal"
"7290",79.6,1416.5,2069.5,140.5,91,34.7,1.5,269,27,20,83,83,48,28.1,"Normal"
"7291",39.6,1533,1188.5,94,100,8.65,0.5,0,2125,2243,83,83,47,28.2,"Normal"
"7292",94,2017.5,2120,78,98,23.85,0,46,120,143,83,83,45,28.2,"Normal"
"7293",94,1849,2120,132.5,100,26.25,2,243,95,106,83,83,45,28.2,"Normal"
"7294",95.2,1916.5,2120,146.5,100,25.2,3.5,356,101,58,83,83,47,28.2,"Normal"
"7295",91.2,1867,2120,45,37,23.85,3.5,311,26,19,83,83,47,28.2,"Normal"
"7296",99.6,1919.5,2120,130,100,25.2,5,511,26,19,84,84,47,28.2,"Normal"
"7297",97.2,1881.5,2120,147.5,100,25.75,6,608,26,18,83,83,47,28.1,"Normal"
"7298",99.6,2142,2120,141,90,20.3,7,721,26,21,84,84,48,28.1,"Normal"
"7299",99.6,1753.5,2120,159,100,27.8,8.5,882,29,17,84,84,48,28.1,"Normal"
"7300",99.6,1652,2120,156.5,100,29.45,9.5,954,29,17,84,84,47,28.2,"Normal"
"7301",99.6,2075.5,2120,158.5,96,23.3,7,673,18,21,86,86,29,28.2,"Normal"
"7302",99.2,1638.5,2120,161,100,29.7,9,910,25,23,86,86,29,28.2,"Normal"
"7303",99.2,1774.5,2120,159,100,27.45,10,1028,17,22,86,86,29,28.2,"Normal"
"7304",99.2,2051,2120,160,100,23.65,12,1184,22,25,86,86,29,28.2,"Normal"
"7305",97.6,1911.5,2120,144,81,25.3,12,1268,30,32,86,86,29,28.2,"Normal"
"7306",99.6,1731,2120,159,100,28.15,14.5,1446,21,24,86,86,28,28.1,"Normal"
"7307",99.2,1570.5,2120,144.5,100,31.1,16,1602,24,19,86,86,29,28.2,"Normal"
"7308",98,1596,2120,150,100,30.65,16.5,1616,40,38,86,86,29,28.2,"Normal"
"7309",99.6,1702.5,2120,158,100,28.6,17.5,1706,16,17,86,86,29,28.2,"Normal"
"7310",98.8,1770,2120,160.5,100,27.45,18,1743,28,28,86,86,30,28.2,"Normal"
"7311",99.2,1767,2120,162,100,27.55,18,1778,26,24,86,86,29,28.2,"Normal"
"7312",99.6,1853,2120,161.5,100,26.15,18.5,1790,22,24,86,86,29,28.1,"Normal"
"7313",99.2,1836,2120,158.5,100,26.35,19,1850,23,25,86,86,29,28.2,"Normal"
"7314",99.6,2013.5,2120,151.5,100,23.85,19.5,1887,637,722,86,86,29,28.2,"Normal"
"7315",98.8,2044,2120,155.5,100,23.75,16,1480,2063,2240,86,86,29,28.2,"Normal"
"7316",99.6,2095.5,2120,156,97,22.45,9,854,1287,1452,86,86,27,28.2,"Normal"
"7317",99.6,2182.5,2120,112.5,42,14.25,7.5,696,1270,1456,86,86,28,28.2,"Normal"
"7318",99.6,2054,2120,145,100,22.45,6.5,619,644,826,86,86,31,28.2,"Normal"
"7319",96.8,2130.5,2120,97,48,17.6,2.5,227,3357,3548,87,87,29,28.2,"Normal"
"7320",99.6,1917,2120,92.5,74,25.05,1,190,113,130,87,87,26,28.2,"Normal"
"7321",99.6,1927,2120,148.5,100,25.2,5,502,28,26,88,88,27,28.2,"Normal"
"7322",99.6,2156,2120,133,65,19.5,5.5,560,26,30,88,88,30,28.2,"Normal"
"7323",94,1824.5,2120,155,100,26.7,8,788,24,25,88,88,26,28.2,"Normal"
"7324",93.6,1904.5,2120,154,100,25.4,8.5,847,29,33,88,88,25,28.1,"Normal"
"7325",99.2,1981,2120,146,100,24.45,8,727,799,1673,88,88,26,28.2,"Normal"
"7326",94.4,1762.5,2120,143,78,27.55,7.5,735,103,105,89,89,28,28.2,"Normal"
"7327",97.2,1616,2120,152,100,30.15,7.5,749,26,26,89,89,29,28.2,"Normal"
"7328",99.6,1692,2120,156,100,28.75,8,785,25,26,89,89,28,28.2,"Normal"
"7329",99.6,1840,2120,157,100,26.35,8.5,858,26,29,89,89,31,28.2,"Normal"
"7330",95.6,1975,2120,154,100,24.6,9,906,25,26,89,89,29,28.1,"Normal"
"7331",99.6,2022.5,2120,158,100,24,9.5,924,35,31,89,89,27,28.2,"Normal"
"7332",99.6,1941,2120,157,100,24.95,9,896,15,14,89,89,24,28.2,"Normal"
"7333",99.6,1841,2120,157.5,100,26.35,8.5,840,11,10,89,89,24,28.2,"Normal"
"7334",99.6,1797,2120,159.5,100,27.1,8.5,817,9,10,89,89,26,28.2,"Normal"
"7335",99.6,1676,2120,158,100,29,8,759,686,635,89,89,27,28.2,"Normal"
"7336",94.8,1937.5,2120,155.5,100,24.95,7,664,1014,1314,89,89,27,28.2,"Normal"
"7337",99.2,1863,2120,81,53,25.3,0.5,192,154,206,88,88,30,28.2,"Normal"
"7338",99.6,1760,2120,150.5,100,27.65,5.5,423,26,27,88,88,29,28.1,"Normal"
"7339",99.6,1846,2120,154,100,26.35,6,599,24,25,88,88,29,28.1,"Normal"
"7340",99.6,1946.5,2120,148,95,24.8,8,851,50,50,88,88,29,28.2,"Normal"
"7341",99.6,1752,2120,157,100,27.55,9,945,70,69,88,88,30,28.2,"Normal"
"7342",99.2,2039.5,2120,152.5,100,23.75,11.5,1160,51,56,88,88,29,28.1,"Normal"
"7343",99.6,2159,2120,118.5,75,17.8,11,1072,709,866,88,88,28,28.1,"Normal"
"7344",99.6,1788,2120,156,100,27.3,10.5,981,123,145,88,88,22,28.2,"Normal"
"7345",98,1981.5,2120,157,100,24.45,11.5,1144,551,513,88,88,26,28.1,"Normal"
"7346",99.6,2134.5,2120,105.5,56,17.7,9.5,907,1413,1595,88,88,31,28.2,"Normal"
"7347",99.6,1741,2120,132,99,27.9,8.5,857,200,378,88,88,33,28.2,"Normal"
"7348",99.6,1555.5,2120,143,100,31.35,9,913,220,402,88,88,33,28.2,"Normal"
"7349",94.8,1775,2120,155.5,100,27.45,10.5,1026,119,158,88,88,31,28.1,"Normal"
"7350",99.6,2145.5,2120,146,100,18.55,9,854,1307,1507,88,88,29,28.2,"Normal"
"7351",99.6,1463,2120,148,100,33.5,8.5,824,91,152,88,88,23,28.2,"Normal"
"7352",97.6,2123.5,2120,126,70,20.45,1,89,1572,1801,88,88,23,28.2,"Normal"
"7353",99.6,1850.5,2120,133,98,26.15,1.5,203,123,133,88,88,24,28.2,"Normal"
"7354",99.2,2023.5,2120,154.5,100,23.65,5.5,537,48,48,88,88,24,28.2,"Normal"
"7355",99.6,1854.5,2120,148.5,100,26.15,6,610,50,50,88,88,27,28.2,"Normal"
"7356",99.2,1776,2120,156,100,27.45,8,820,51,49,88,88,31,28.2,"Normal"
"7357",99.6,2062,2120,157.5,100,24,9.5,927,40,38,88,88,31,28.2,"Normal"
"7358",99.6,2099.5,2120,158,98,22.7,9.5,956,52,50,88,88,31,28.2,"Normal"
"7359",99.6,1835,2120,158.5,100,26.5,10.5,1057,48,47,88,88,29,28.2,"Normal"
"7360",99.6,1845.5,2120,158,100,26.25,11,1067,50,52,88,88,29,28.2,"Normal"
"7361",99.6,1595.5,2120,164,100,30.15,11.5,1160,52,53,88,88,29,28.1,"Normal"
"7362",99.6,1515.5,2120,143,100,32.4,12.5,1233,48,49,88,88,29,28.2,"Normal"
"7363",99.6,1588,2120,148.5,100,30.65,13,1299,45,47,88,88,29,28.2,"Normal"
"7364",99.6,1658,2120,157.5,100,29.35,13.5,1343,48,50,88,88,29,28.2,"Normal"
"7365",99.6,1715,2120,162.5,100,28.4,14,1412,40,43,88,88,29,28.2,"Normal"
"7366",99.6,1820.5,2120,163.5,100,26.7,15,1471,51,49,88,88,29,28.2,"Normal"
"7367",99.6,1764,2120,164.5,100,27.55,14.5,1433,54,54,88,88,29,28.2,"Normal"
"7368",99.2,1794,2120,162.5,100,27.1,15,1470,53,55,88,88,29,28.1,"Normal"
"7369",59.2,1715,1602,77,33,16.4,14,1385,46,47,88,88,29,28.1,"Normal"
"7370",99.2,1682,2120,83,41,29,14,1376,60,64,88,88,29,28.2,"Normal"
"7371",99.6,1710,2120,157,100,28.4,14,1377,47,48,88,88,29,28.1,"Normal"
"7372",99.6,1706,2120,161.5,100,28.5,14,1393,50,48,87,87,27,28.2,"Normal"
"7373",99.6,2182.5,2120,126.5,75,13.55,12,1123,1808,1999,87,87,27,28.2,"Normal"
"7374",89.2,2075,2120,79,77,20.65,8,709,1287,1448,87,87,29,28.2,"Normal"
"7375",63.6,1943,1671,83,59,0,3.5,303,1830,2014,87,87,29,28.2,"Normal"
"7376",48.8,1441,1404.5,31.5,43,24.25,0,0,1942,2130,87,87,29,28.2,"Normal"
"7377",51.2,1501.5,1451.5,25,33,15.55,0,0,1833,2010,87,87,27,28.2,"Normal"
"7378",97.2,1831.5,2120,64.5,94,26.5,1,161,116,157,87,87,27,28.2,"Normal"
"7379",99.6,2141,2120,124.5,86,18.4,3,312,120,200,87,87,27,28.2,"Normal"
"7380",57.6,1428,1568,42,44,30.15,1.5,194,137,208,87,87,27,28.2,"Normal"
"7381",53.2,1422,1492,57.5,69,32.2,1.5,43,1381,1543,87,87,27,28.2,"Normal"
